Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Edgewell Personal Care Co,Consumer Defensive,Household & Personal Products,USA,NYSE,RUT,13.30,1.71,1.43%,47.31M,-12.88%,1.07B,7.44,3.06,0.00%,46.36M,-20.26%,84.70M,3.83,1.01,105.53%,5.83%,-24.46%,2.22B,0.48,-4.10%,1.31%,4.64,-35.73%,32.00,0.71,4.68%,2.25%,2.70M,-40.99%,3.62,6.30,3.47%,5.53%,23.11,41.50,-32.17%,0.61 (2.69%),33.49,-,2.87%,-45.08%,0.83,0.60 (2.63%),0.93,1.03%,42.60%,-1.41%,0.87,"Jun 06, 2025",1.89,-28.79%,10.19%,24.35,3.19%,2.59%,6700,0.98,-2.11%,3.81%,2.25,30.86,Yes / Yes,0.95,-16.09%,30.49%,1.42,23.32,-1.56%,-3.05%,-3.12%,May 07 BMO,582.97K,22.79,-13.47%,-19.04%,-29.86%,"

","828,611",-2.27%,EPC
EPAM Systems Inc,Technology,Information Technology Services,USA,NYSE,S&P 500,23.57,7.15,3.66%,56.63M,-6.74%,9.55B,13.98,12.06,-0.56%,54.58M,-8.18%,411.77M,3.11,2.60,93.43%,3.76%,-7.89%,4.86B,1.96,0.06%,0.56%,2.47,-32.59%,64.33,2.62,10.97%,9.05%,2.05M,-5.27%,20.74,8.13,7.58%,11.57%,138.15,269.00,-27.90%,-,22.81,11.61%,10.95%,-37.33%,1.72,-,3.06,15.56%,28.12%,22.03%,5.29,-,3.06,-3.06%,11.24%,42.51,1.83%,1.66%,61200,0.04,4.72%,8.47%,1.76,216.33,Yes / Yes,0.03,-34.94%,0.00%,0.86,172.58,1.52%,6.10%,11.69%,May 08 BMO,833.18K,168.58,-4.22%,0.83%,-17.54%,"

","719,222",-2.32%,EPAM
Enerpac Tool Group Corp,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,24.89,1.69,1.43%,54.26M,-2.90%,2.28B,21.22,1.99,0.00%,53.31M,-7.22%,92.82M,2.66,0.47,103.10%,1.94%,-2.09%,599.83M,3.80,2.62%,1.36%,3.45,-13.19%,7.48,5.63,12.46%,11.47%,1.03M,8.98%,2.21,19.06,9.37%,23.87%,35.18,51.91,2.51%,0.04 (0.09%),32.09,-,15.65%,-18.86%,1.20,0.04 (0.09%),2.36,-2.08%,49.90%,19.73%,0.84,"Oct 07, 2024",3.06,67.55%,21.67%,43.97,1.22%,1.32%,2000,0.47,0.43%,15.47%,1.00,53.00,Yes / Yes,0.46,17.07%,2.56%,0.55,42.66,1.48%,-3.30%,5.12%,Jun 26 AMC,299.72K,42.12,-2.10%,0.43%,-3.87%,"

","164,869",-1.27%,EPAC
Eos Energy Enterprises Inc,Industrials,Electrical Equipment & Parts,USA,NASD,-,-,-4.42,3.07%,246.34M,8.85%,1.09B,-,-0.03,-6.90%,238.77M,-36.53%,-822.36M,-,-0.13,41.23%,30.42%,8.05%,19.46M,56.08,91.03%,7.48%,7.01,36.31%,-4.15,-,93.08%,-290.70%,72.63M,371.83%,0.39,11.29,-,-,0.74,7.36,-8.85%,-,-,25.80%,-,-39.81%,1.98,-,1.36,99.33%,-442.77%,498.57%,0.44,-,2.05,-161.38%,-911.35%,45.52,8.38%,8.37%,430,-,37.60%,-4225.46%,2.14,6.67,Yes / Yes,-,13.19%,-,0.92,4.63,-13.55%,4.53%,58.42%,May 06 AMC,10.36M,4.43,-5.89%,-12.18%,7.64%,"

","9,506,284",-4.32%,EOSE
"EOG Resources, Inc",Energy,Oil & Gas E&P,USA,NYSE,S&P 500,11.57,10.78,0.27%,551.22M,5.73%,68.03B,11.53,10.81,-0.54%,544.29M,7.91%,6.08B,4.48,2.13,94.98%,2.83%,1.69%,23.48B,2.90,-18.13%,0.21%,3.76,-1.52%,53.55,2.33,13.65%,13.24%,15.42M,4.65%,12.09,10.31,2.58%,20.90%,102.52,138.18,1.68%,3.94 (3.16%),12.35,19.03%,18.43%,-9.80%,0.76,3.77 (3.02%),1.71,6.57%,43.41%,21.58%,3.20,"Jul 17, 2025",1.87,-14.82%,35.19%,69.04,2.26%,1.66%,3150,0.17,-0.23%,25.88%,1.87,140.06,Yes / Yes,0.12,-14.67%,32.92%,1.11,123.18,-3.99%,2.54%,0.02%,May 02 BMO,4.10M,124.64,8.81%,10.85%,0.85%,"

","4,562,883",1.19%,EOG
Enovix Corporation,Industrials,Electrical Equipment & Parts,USA,NASD,RUT,-,-1.29,15.56%,191.72M,-2.09%,1.62B,-,-0.65,-1.02%,162.13M,1.93%,-199.38M,-,-0.19,49.28%,28.27%,7.11%,22.90M,70.76,2.74%,2.33%,9.52,-7.25%,1.23,6.88,9.15%,-39.56%,45.83M,-34.52%,1.29,6.53,-,-85.86%,5.27,18.68,-22.36%,-,-,2.05%,-47.82%,-54.82%,2.00,-,4.49,-,-91.11%,60.15%,0.54,-,4.68,2.01%,-756.71%,55.47,5.89%,4.28%,570,0.82,77.59%,-870.67%,1.33,25.09,Yes / Yes,0.77,55.44%,-,0.69,8.86,10.80%,19.48%,-3.30%,Apr 30 AMC,4.81M,8.44,3.48%,16.86%,-8.09%,"

","3,308,759",-4.74%,ENVX
Enova International Inc,Financial,Credit Services,USA,NYSE,RUT,11.27,8.49,5.65%,25.56M,-1.45%,2.43B,6.95,13.77,-5.10%,23.93M,-2.30%,233.97M,0.59,3.00,94.39%,9.01%,2.75%,2.79B,0.87,28.60%,-1.97%,8.41,-7.27%,46.82,2.04,17.06%,4.64%,2.15M,62.06%,12.29,7.78,19.22%,19.94%,58.15,117.56,-0.21%,-,1.58,47.48%,4.72%,-18.61%,1.45,-,18.57,17.74%,-,64.54%,2.63,-,18.57,54.18%,22.40%,52.09,2.26%,1.87%,1787,3.17,24.47%,8.38%,1.25,126.50,Yes / Yes,3.14,63.95%,0.00%,0.67,96.02,1.26%,6.48%,22.24%,Apr 29 AMC,256.11K,95.68,1.47%,1.66%,-0.05%,"

","171,465",-0.35%,ENVA
Entegris Inc,Technology,Semiconductor Equipment & Materials,USA,NASD,-,37.46,2.04,1.28%,151.30M,-3.87%,11.59B,20.34,3.76,-0.71%,149.47M,-2.16%,310.42M,2.68,0.62,111.90%,8.57%,-23.56%,3.24B,3.57,-3.66%,6.15%,3.37,-28.66%,24.78,3.09,30.24%,3.70%,12.81M,-44.26%,2.25,34.00,13.97%,8.65%,60.75,147.57,-22.72%,0.40 (0.53%),43.25,0.66%,3.98%,-48.13%,1.25,0.40 (0.52%),1.95,15.29%,40.25%,26.01%,3.71,"Apr 30, 2025",3.26,-1.93%,16.84%,50.71,4.09%,3.38%,8200,1.08,-3.83%,9.57%,1.55,99.78,Yes / Yes,1.08,38.67%,20.74%,0.58,78.25,-2.12%,-1.83%,0.28%,May 07 BMO,3.81M,76.55,2.96%,1.70%,-20.74%,"

","2,209,732",-2.17%,ENTG
Ensign Group Inc,Healthcare,Medical Care Facilities,USA,NASD,RUT,28.90,5.32,3.52%,57.55M,3.43%,8.85B,22.12,6.95,-2.47%,55.47M,2.74%,309.42M,2.47,1.55,93.15%,4.53%,18.72%,4.42B,2.00,14.66%,0.76%,5.78,8.90%,33.48,4.59,10.27%,6.82%,2.51M,28.63%,5.99,25.68,11.70%,17.66%,118.56,158.45,15.80%,0.25 (0.17%),41.65,20.98%,8.07%,-2.90%,1.04,0.24 (0.16%),1.40,15.91%,13.75%,29.77%,3.08,"Mar 31, 2025",1.40,39.99%,8.56%,69.90,0.51%,1.04%,39300,1.04,16.80%,7.00%,1.43,166.00,Yes / Yes,0.99,15.47%,4.74%,0.96,152.63,-0.20%,1.90%,19.34%,Apr 29 AMC,434.44K,153.85,3.15%,10.80%,9.81%,"

","418,838",0.80%,ENSG
Enersys,Industrials,Electrical Equipment & Parts,USA,NYSE,RUT,9.32,9.01,2.00%,39.19M,-6.33%,3.29B,7.94,10.58,-16.01%,38.41M,-15.95%,363.74M,-,2.06,95.80%,1.99%,-13.99%,3.62B,0.91,-3.09%,-0.62%,1.86,-11.13%,48.89,1.72,7.58%,9.78%,0.76M,-20.48%,8.75,9.59,-,19.82%,76.57,112.53,-9.15%,0.97 (1.16%),23.63,22.99%,11.86%,-25.38%,1.09,0.96 (1.14%),1.74,3.22%,30.40%,9.66%,2.61,"Jun 13, 2025",2.70,38.51%,13.57%,40.78,1.40%,4.13%,10858,0.63,1.00%,10.05%,1.71,110.33,Yes / Yes,0.60,62.75%,10.51%,1.51,86.64,0.22%,6.77%,7.04%,May 21 AMC,410.14K,83.97,-2.86%,-4.10%,-11.61%,"

","617,940",-3.08%,ENS
Energizer Holdings Inc,Industrials,Electrical Equipment & Parts,USA,NYSE,RUT,27.97,0.73,9.42%,72.19M,-8.65%,1.48B,5.81,3.53,0.82%,65.39M,-14.23%,54.40M,6.67,0.63,87.23%,6.11%,-31.90%,2.90B,0.51,1.54%,2.39%,4.48,-44.53%,1.85,11.05,4.64%,1.28%,4.00M,-27.90%,1.93,10.62,4.19%,33.46%,20.70,39.51,-41.27%,1.24 (6.06%),8.34,-2.04%,1.62%,-48.15%,0.66,1.20 (5.86%),0.86,2.97%,37.99%,-1.01%,0.66,"May 21, 2025",1.86,-37.01%,15.07%,29.65,2.21%,2.28%,5600,24.32,0.39%,1.87%,2.43,29.00,Yes / Yes,24.12,-13.49%,228.96%,1.18,20.94,-0.99%,-0.45%,-0.06%,May 06 BMO,891.69K,20.49,-8.23%,-15.40%,-33.12%,"

","1,050,294",-2.15%,ENR
Enphase Energy Inc,Technology,Solar,USA,NASD,S&P 500,32.49,1.07,3.79%,131.19M,-22.54%,4.58B,10.87,3.21,-1.92%,126.24M,-30.71%,148.49M,1.86,0.64,92.05%,19.27%,-43.10%,1.42B,3.22,7.59%,1.30%,4.03,-52.16%,6.18,5.65,25.99%,4.68%,24.33M,-73.08%,11.68,2.99,17.49%,17.13%,37.59,130.08,-49.16%,-,9.71,-9.43%,10.54%,-73.15%,1.71,-,1.77,16.34%,46.95%,-7.10%,3.36,-,1.90,-45.22%,10.73%,32.96,14.01%,8.42%,2781,1.52,-22.15%,10.43%,2.74,52.67,Yes / Yes,0.74,284.22%,0.00%,5.72,45.93,-1.39%,-4.17%,35.22%,Apr 22 AMC,6.04M,34.92,-17.76%,-24.62%,-49.85%,"

","34,559,737",-23.97%,ENPH
Enovis Corp,Healthcare,Medical Devices,USA,NYSE,-,-,-14.48,2.13%,57.12M,-7.96%,1.76B,9.04,3.42,0.00%,55.91M,-14.36%,-809.46M,-,0.72,115.35%,11.60%,-20.84%,2.15B,0.82,6.57%,6.61%,5.94,-34.19%,45.83,0.67,12.85%,-15.68%,6.49M,-31.24%,0.67,45.86,11.76%,-27.40%,29.12,49.83,-29.63%,-,-,-4.65%,-20.06%,-38.03%,1.51,-,1.32,-8.73%,49.61%,6.03%,1.30,-,2.55,-712.12%,-1.71%,40.98,2.38%,3.22%,7367,0.56,18.32%,-37.65%,1.27,56.50,Yes / Yes,0.54,25.15%,-,1.20,32.25,-0.00%,8.97%,8.25%,May 08 BMO,1.09M,30.88,-3.91%,-6.99%,-23.92%,"

","1,307,153",-4.25%,ENOV
Enlight Renewable Energy Ltd,Utilities,Utilities - Renewable,Israel,NASD,-,20.16,0.97,2.59%,119.10M,0.31%,2.35B,67.76,0.29,0.00%,116.41M,3.15%,121.90M,1.28,0.09,73.70%,0.10%,15.52%,397.30M,5.91,167.36%,-10.41%,5.69,22.51%,10.78,1.82,-69.87%,2.32%,0.11M,15.93%,4.45,4.41,15.69%,9.93%,14.01,20.44,13.95%,-,-,-,2.77%,-3.86%,-,-,1.31,47.55%,47.18%,40.26%,0.70,-,1.31,90.05%,38.98%,58.36,4.08%,3.01%,-,2.62,44.42%,30.68%,2.17,20.40,Yes / Yes,2.43,452.64%,0.00%,2.22,19.88,-3.94%,36.74%,21.42%,May 06 BMO,20.14K,19.65,2.72%,11.64%,17.96%,"

","44,636",-1.16%,ENLT
Enel Chile S.A. ADR,Utilities,Utilities - Regulated Electric,Chile,NYSE,-,27.26,0.13,0.00%,1.38B,0.56%,4.92B,8.50,0.42,-,1.38B,-4.30%,181.00M,-,0.09,4.02%,0.07%,4.40%,4.12B,1.19,18945.34%,-16.19%,0.97,24.48%,3.75,0.95,-1.24%,1.39%,1.02M,27.60%,0.32,11.30,-,3.67%,2.51,4.05,23.61%,0.22 (6.30%),4.74,-18.26%,2.03%,-12.10%,0.90,0.23 (6.49%),1.10,2.08%,13.67%,41.83%,0.10,"May 16, 2025",1.14,-74.65%,11.09%,45.63,0.48%,1.42%,2003,0.78,-12.73%,4.39%,1.71,3.94,Yes / Yes,0.72,11.39%,168.47%,0.56,3.60,-3.08%,-96.86%,-3.21%,Apr 29 AMC,1.06M,3.56,-1.47%,0.46%,14.97%,"

","586,419",-1.11%,ENIC
Enbridge Inc,Energy,Oil & Gas Midstream,Canada,NYSE,-,23.63,1.95,0.11%,2.18B,0.26%,100.23B,20.15,2.28,0.00%,2.18B,2.50%,4.23B,3.28,0.42,51.46%,1.44%,5.90%,43.86B,2.29,6.54%,1.55%,8.07,9.32%,19.58,2.35,8.37%,3.07%,31.27M,29.97%,0.71,65.18,7.21%,9.51%,34.60,47.44,8.34%,2.70 (5.88%),24.02,-2.98%,3.68%,-3.10%,0.75,2.66 (5.78%),0.66,0.87%,33.93%,32.86%,0.71,"May 15, 2025",0.73,-0.63%,17.94%,49.71,1.48%,1.08%,14500,1.51,39.24%,9.64%,2.35,47.84,Yes / Yes,1.42,45.84%,156.31%,0.65,45.96,87.50%,7.05%,59.11%,May 09 BMO,3.88M,45.97,-0.45%,1.09%,6.48%,"

","2,512,529",0.02%,ENB
Emerson Electric Co,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,30.40,4.19,0.25%,562.50M,0.34%,71.65B,19.70,6.46,-3.35%,561.08M,5.60%,2.40B,3.63,1.50,82.49%,2.15%,13.88%,17.60B,4.07,8.89%,1.91%,3.69,-2.89%,34.22,3.72,8.12%,4.46%,12.05M,17.36%,3.35,37.97,8.37%,9.82%,90.06,134.85,2.78%,2.13 (1.67%),25.94,-1.60%,8.58%,-5.55%,1.27,2.11 (1.65%),0.59,-0.98%,47.13%,41.44%,2.53,"May 16, 2025",0.80,24.14%,18.29%,67.79,1.63%,1.18%,73000,0.78,6.49%,13.61%,1.77,137.92,Yes / Yes,0.45,-1.71%,61.25%,0.77,128.68,1.02%,4.80%,1.23%,May 07 BMO,3.27M,127.37,4.23%,12.73%,9.14%,"

","2,519,787",-1.02%,EMR
Eastman Chemical Co,Basic Materials,Specialty Chemicals,USA,NYSE,S&P 500,9.57,7.85,0.74%,115.41M,-7.51%,8.68B,9.04,8.32,-1.15%,114.60M,-8.97%,922.00M,1.77,1.79,92.65%,2.98%,-17.64%,9.35B,0.93,-6.13%,0.33%,1.97,-24.63%,50.87,1.48,12.29%,6.20%,3.42M,-26.71%,3.62,20.76,5.42%,16.16%,70.90,114.50,-17.69%,4.23 (5.62%),15.09,6.97%,8.69%,-34.35%,1.26,3.30 (4.39%),0.79,0.27%,25.27%,6.02%,2.21,"Jun 13, 2025",1.72,1.50%,14.73%,38.26,2.00%,1.89%,14000,0.86,2.78%,9.86%,1.76,94.59,Yes / Yes,0.81,11.91%,42.47%,0.82,77.04,-1.58%,0.94%,-0.95%,Apr 24 AMC,1.74M,75.17,-5.73%,-4.53%,-20.00%,"

","1,418,320",-2.43%,EMN
"Emcor Group, Inc",Industrials,Engineering & Construction,USA,NYSE,-,21.27,22.63,1.38%,45.33M,3.32%,21.55B,18.69,25.76,-1.97%,44.14M,2.33%,1.05B,2.14,5.77,95.86%,2.87%,24.54%,15.00B,1.44,10.44%,0.27%,2.50,0.24%,65.08,7.40,8.39%,14.23%,1.27M,23.39%,12.90,37.31,9.94%,37.76%,319.49,545.29,6.06%,1.00 (0.21%),16.53,30.19%,30.00%,-11.72%,1.23,1.00 (0.21%),1.14,9.69%,19.32%,50.67%,12.38,"Apr 17, 2025",1.16,49.19%,9.36%,59.92,1.05%,1.52%,40400,0.22,14.30%,7.00%,2.00,499.50,Yes / Yes,0.19,26.17%,4.32%,1.10,485.81,2.20%,16.97%,12.68%,Apr 30 BMO,506.33K,481.39,1.52%,10.13%,9.00%,"

","555,573",-0.91%,EME
Emera Inc,Utilities,Utilities - Regulated Electric,Canada,NYSE,-,21.72,2.08,0.12%,297.74M,1.67%,13.44B,-,-,0.00%,297.55M,4.93%,613.65M,-,-,30.39%,0.92%,9.49%,5.27B,2.55,-,1.94%,41.52,18.27%,28.72,1.57,-,2.22%,2.75M,32.99%,0.76,59.33,-,7.12%,32.00,46.22,20.68%,-,-,-9.75%,2.69%,-2.40%,0.49,2.07 (4.58%),0.75,3.04%,24.14%,40.97%,0.65,-,0.92,25.64%,18.14%,56.84,0.67%,1.21%,7605,1.46,4.71%,11.65%,-,-,No / Yes,1.39,153.94%,168.40%,2.14,45.12,-,-,11.80%,-,66.20K,45.11,0.63%,2.52%,13.52%,"

","141,380",-0.02%,EMA
Enliven Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.93,34.32%,49.04M,0.46%,1.07B,-,-2.62,-0.96%,32.23M,29.30%,-94.83M,-,-0.55,73.72%,20.18%,7.50%,0.00M,-,-17.51%,0.98%,15.77,-5.22%,5.88,3.71,-18.14%,-29.39%,6.50M,-1.00%,5.90,3.69,-24.58%,-31.30%,13.30,30.03,-3.11%,-,-,19.02%,-32.89%,-27.41%,0.82,-,21.06,-,-,63.91%,1.81,-,21.06,-0.19%,-,57.82,7.07%,5.99%,62,0.00,-,-,1.10,39.56,Yes / Yes,0.00,-5.45%,-,1.60,23.09,-,-13.66%,-,May 14 AMC,412.55K,21.80,12.21%,17.43%,-2.22%,"

","661,678",-5.59%,ELVN
Elevance Health Inc,Healthcare,Healthcare Plans,USA,NYSE,S&P 500,14.64,25.63,0.17%,225.64M,-2.27%,84.77B,9.58,39.18,-2.17%,225.55M,-6.97%,5.92B,1.38,9.16,92.63%,0.98%,-14.00%,183.12B,0.46,4.36%,-1.71%,1.24,-0.85%,188.37,1.99,13.62%,5.11%,2.20M,-30.36%,-,-,10.60%,14.24%,357.45,567.26,1.71%,6.77 (1.80%),23.07,6.81%,8.38%,-33.86%,0.62,6.68 (1.78%),-,11.15%,-,4.96%,10.48,"Jun 10, 2025",1.43,-3.26%,4.82%,40.72,1.42%,1.78%,104200,0.71,6.63%,3.23%,1.71,491.39,Yes / Yes,0.66,0.19%,25.39%,0.67,376.53,5.32%,4.88%,14.83%,Apr 22 BMO,1.77M,375.19,-2.28%,-7.03%,-11.39%,"

","1,181,655",-0.36%,ELV
Equity Lifestyle Properties Inc,Real Estate,REIT - Residential,USA,NYSE,-,33.45,1.87,2.53%,191.14M,-0.97%,12.52B,29.56,2.12,-0.20%,186.34M,-3.61%,365.80M,6.51,0.42,96.87%,2.55%,-8.58%,1.54B,8.15,0.95%,-3.46%,3.19,-8.53%,9.15,6.83,6.90%,6.49%,4.76M,0.30%,0.24,263.74,5.14%,22.87%,58.86,76.54,-6.13%,2.06 (3.29%),32.88,4.89%,7.40%,-18.32%,0.75,1.86 (2.98%),0.39,8.21%,37.94%,6.22%,1.27,"Jun 27, 2025",0.39,5.67%,33.87%,45.30,1.09%,0.99%,-,1.83,0.74%,23.80%,1.87,73.30,Yes / Yes,1.83,-2.88%,97.60%,0.93,61.80,-2.36%,2.94%,-0.86%,Apr 21 AMC,1.49M,62.52,-0.96%,-1.86%,-7.40%,"

","1,383,797",1.17%,ELS
Cia Paranaense De Energia Copel ADR,Utilities,Utilities - Regulated Electric,Brazil,NYSE,-,13.12,0.70,0.01%,418.00M,4.05%,3.86B,13.25,0.70,0.00%,417.96M,5.60%,524.76M,1.48,0.08,4.36%,0.10%,27.50%,4.12B,0.94,-15.59%,-,1.74,55.98%,6.18,1.50,35.92%,4.04%,0.43M,40.70%,2.53,3.65,8.87%,9.22%,5.62,9.19,58.46%,0.47 (5.12%),6.22,-1.07%,7.09%,0.49%,0.82,0.21 (2.23%),1.47,0.87%,21.79%,64.42%,0.19,"Apr 28, 2025",1.48,17.33%,17.84%,69.50,1.23%,1.24%,4396,0.73,-7.02%,12.72%,1.00,9.42,Yes / Yes,0.61,6.32%,62.98%,1.05,9.16,15.12%,52.81%,-7.90%,May 09 AMC,247.80K,9.24,3.78%,11.03%,30.99%,"

","259,002",0.87%,ELP
Elme Communities,Real Estate,REIT - Residential,USA,NYSE,RUT,-,-0.16,1.72%,88.16M,-3.91%,1.41B,-,-0.07,0.00%,86.64M,-1.66%,-14.43M,-,-0.04,90.61%,1.78%,-7.10%,243.91M,5.77,9.58%,-1.16%,2.51,-3.45%,12.06,1.32,48.04%,-0.76%,1.54M,5.88%,0.10,157.21,41.34%,-1.29%,13.95,18.33,4.52%,0.72 (4.51%),27.85,-,-0.82%,-12.91%,1.00,0.56 (3.50%),0.95,-4.79%,21.24%,14.41%,0.32,"Jun 17, 2025",0.95,72.97%,9.76%,45.57,1.22%,1.06%,255,0.66,5.31%,-5.92%,2.60,18.67,Yes / Yes,0.66,-27.59%,-,0.82,16.25,0.50%,-35.50%,3.33%,May 01 AMC,613.35K,15.96,-0.96%,0.93%,-2.51%,"

","505,068",-1.78%,ELME
e.l.f. Beauty Inc,Consumer Defensive,Household & Personal Products,USA,NYSE,-,65.38,1.92,3.20%,55.73M,6.45%,7.07B,28.83,4.36,-20.76%,54.53M,58.35%,112.09M,4.54,0.86,107.82%,11.37%,97.38%,1.31B,5.38,8.36%,-1.18%,2.20,-4.52%,13.65,9.20,18.58%,9.43%,6.20M,-37.35%,2.64,47.57,14.40%,15.97%,49.40,219.77,0.02%,-,61.33,40.42%,10.51%,-42.86%,1.51,-,2.00,35.95%,67.88%,154.19%,5.52,-,3.05,-14.79%,12.06%,80.11,2.41%,5.25%,633,0.41,28.28%,8.53%,1.76,125.00,Yes / Yes,0.40,96.18%,0.00%,0.71,126.21,1.82%,8.26%,3.58%,May 28 AMC,2.82M,125.57,15.33%,54.61%,26.56%,"

","1,995,677",-0.51%,ELF
Elanco Animal Health Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,-,18.16,0.75,0.95%,496.46M,-4.83%,6.76B,14.31,0.95,0.96%,491.95M,5.34%,373.00M,3.01,0.20,100.91%,5.32%,25.90%,4.43B,1.53,-7.67%,3.44%,4.40,8.10%,12.80,1.06,13.22%,2.77%,26.17M,-24.85%,0.98,13.88,6.04%,6.01%,8.02,18.55,12.39%,-,19.48,29.95%,3.48%,-26.63%,1.68,-,1.46,7.65%,43.10%,69.70%,0.47,-,2.71,128.55%,5.40%,59.04,1.89%,1.91%,9450,0.69,1.42%,8.43%,1.79,14.82,Yes / Yes,0.68,109.77%,0.00%,0.69,13.99,2.02%,20.80%,-1.00%,May 07 BMO,5.95M,13.61,0.71%,18.48%,11.02%,"

","4,103,405",-2.72%,ELAN
"Estee Lauder Cos., Inc",Consumer Defensive,Household & Personal Products,USA,NYSE,S&P 500,-,-2.42,35.21%,234.21M,6.15%,26.91B,33.91,2.21,0.11%,233.09M,14.76%,-871.00M,-,0.08,61.02%,4.41%,9.92%,14.74B,1.83,-42.96%,1.83%,2.54,-7.69%,12.08,6.19,49.33%,-4.09%,10.29M,-34.45%,7.31,10.23,3.13%,-17.27%,48.37,115.82,-0.25%,1.65 (2.20%),28.38,-25.84%,-6.54%,-35.43%,1.12,1.71 (2.29%),1.02,0.96%,73.77%,54.62%,2.74,"May 30, 2025",1.41,-235.59%,8.07%,67.92,6.03%,3.25%,62000,2.16,-3.70%,-5.91%,2.89,65.00,Yes / Yes,2.07,-51.89%,244.24%,1.59,74.59,0.98%,107.87%,-9.73%,May 01 BMO,4.06M,74.79,9.73%,19.96%,1.52%,"

","6,466,159",0.27%,EL
Edison International,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,6.98,7.05,0.15%,384.76M,-2.46%,18.93B,8.02,6.13,-0.57%,384.17M,-16.08%,2.73B,0.72,1.53,89.63%,1.85%,-16.18%,17.33B,1.09,23.02%,-0.40%,1.96,-39.72%,38.93,1.26,1.10%,3.31%,7.11M,-33.02%,3.58,13.74,9.67%,17.93%,47.86,88.77,-38.38%,3.29 (6.69%),-,-2.53%,5.15%,-44.58%,0.77,3.21 (6.53%),0.89,7.35%,25.04%,2.80%,1.67,"Apr 07, 2025",0.96,209.92%,20.53%,33.95,2.74%,2.54%,14013,2.38,5.36%,15.75%,2.00,67.71,Yes / Yes,2.19,13098.60%,95.64%,1.14,48.35,-10.54%,12.30%,-6.55%,May 13 AMC,3.63M,49.20,-8.10%,-10.92%,-28.09%,"

","4,140,274",1.76%,EIX
Employers Holdings Inc,Financial,Insurance - Specialty,USA,NYSE,RUT,11.28,4.13,2.07%,24.21M,-1.04%,1.12B,13.59,3.42,-1.06%,23.54M,-6.34%,103.10M,-,0.99,83.75%,1.73%,-7.12%,860.20M,1.30,-3.79%,-0.52%,2.36,-11.13%,44.43,1.05,-4.56%,3.29%,0.41M,12.74%,-,-,-,9.84%,40.97,54.44,-9.14%,1.26 (2.71%),12.97,-0.51%,9.56%,-14.49%,0.54,1.22 (2.62%),-,1.05%,-,13.62%,0.81,"May 14, 2025",0.38,-12.55%,14.82%,37.52,1.07%,0.95%,715,0.00,-0.84%,11.99%,2.50,55.50,Yes / Yes,0.00,-52.29%,25.07%,0.84,46.85,-7.02%,16.75%,-9.19%,May 01 AMC,172.29K,46.55,-2.91%,-3.54%,-5.86%,"

","144,915",-0.64%,EIG
Encompass Health Corp,Healthcare,Medical Care Facilities,USA,NYSE,-,24.61,4.84,1.61%,100.90M,-0.03%,12.01B,21.34,5.59,-10.05%,99.18M,-1.39%,492.00M,2.17,1.21,96.57%,0.89%,22.07%,5.51B,2.18,13.18%,0.66%,1.06,20.81%,21.40,5.57,11.41%,7.68%,0.88M,40.34%,1.66,71.77,11.33%,25.33%,82.74,123.13,29.06%,0.69 (0.58%),31.09,4.32%,10.48%,-3.20%,0.91,0.66 (0.55%),1.06,3.13%,20.59%,44.05%,2.26,"Jul 01, 2025",1.06,30.38%,16.76%,52.48,0.84%,0.84%,40000,1.25,11.21%,8.93%,1.21,131.58,Yes / Yes,1.18,34.79%,14.35%,0.93,120.51,1.80%,15.36%,10.59%,Apr 24 AMC,826.21K,119.19,-0.95%,4.35%,17.37%,"

","769,455",-1.10%,EHC
