Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Capital Clean Energy Carriers Corp,Industrials,Marine Shipping,Greece,NASD,-,16.51,1.30,84.24%,58.39M,-1.51%,2.51B,11.15,1.93,0.00%,9.20M,0.37%,191.94M,0.12,0.60,0.50%,0.51%,9.48%,418.21M,6.01,1376.41%,4.02%,2.53,17.32%,24.23,0.89,-6.85%,2.72%,0.05M,16.18%,3.41,6.31,133.15%,7.74%,14.09,24.33,16.94%,0.60 (2.79%),-,30.66%,4.99%,-11.76%,0.40,0.60 (2.79%),1.81,24.65%,57.69%,52.38%,0.90,"May 12, 2025",1.83,18.00%,53.77%,48.77,0.97%,1.55%,-,1.81,8.89%,45.90%,1.83,23.67,Yes / Yes,1.72,120.78%,-,0.14,21.48,4.62%,47.97%,4.68%,May 08 BMO,18.48K,21.47,-4.63%,6.24%,12.96%,"

","2,568",-0.05%,CCEC
CCC Intelligent Solutions Holdings Inc,Technology,Software - Application,USA,NASD,-,619.72,0.01,21.45%,658.64M,-2.11%,5.80B,21.80,0.40,-64.59%,517.68M,-2.55%,9.19M,71.48,0.08,82.01%,4.92%,-5.58%,969.13M,5.98,-3.40%,6.43%,2.92,-29.43%,3.31,2.66,12.94%,0.28%,25.48M,-24.53%,0.20,44.50,8.67%,0.46%,8.14,12.88,-24.98%,-,24.68,-,0.28%,-31.68%,0.72,-,1.42,10.53%,67.96%,8.11%,0.25,-,1.42,110.50%,7.98%,45.93,1.09%,2.10%,2870,0.49,9.05%,0.95%,1.43,12.05,Yes / Yes,0.48,-913.79%,0.00%,0.81,8.93,0.73%,-2.20%,10.71%,May 06 BMO,8.72M,8.80,-1.01%,-0.92%,-15.59%,"

","7,064,521",-1.46%,CCCS
Coastal Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,24.55,3.38,16.64%,15.01M,-4.64%,1.25B,12.10,6.87,-0.19%,12.53M,-4.54%,48.15M,-,0.83,72.78%,5.54%,-1.25%,694.25M,1.80,19.25%,6.20%,6.40,11.23%,29.98,2.77,76.66%,1.17%,0.69M,93.21%,-,-,-,12.78%,43.01,102.25,-2.16%,-,4.83,24.66%,9.58%,-18.75%,0.95,-,-,65.46%,-,93.16%,2.99,-,0.26,18.72%,8.70%,42.02,2.83%,2.21%,488,0.12,16.62%,6.94%,1.00,105.00,Yes / Yes,0.12,26.57%,0.00%,0.83,86.58,-10.15%,-25.44%,-5.10%,Apr 29 BMO,108.54K,83.08,-5.16%,-2.37%,8.03%,"

","90,226",-4.04%,CCB
Chemours Company,Basic Materials,Specialty Chemicals,USA,NYSE,-,53.35,0.21,0.75%,149.57M,-1.26%,1.64B,4.45,2.46,2.34%,148.55M,-3.85%,31.00M,1.60,0.52,97.05%,8.58%,-23.75%,5.80B,0.28,35.50%,3.21%,3.28,-48.13%,3.87,2.84,50.34%,0.40%,12.75M,-53.75%,3.10,3.54,33.27%,4.66%,9.13,25.80,-35.03%,0.56 (5.09%),-,-,0.64%,-57.44%,1.62,0.84 (7.63%),0.83,0.91%,19.03%,20.26%,0.60,"May 16, 2025",1.75,109.40%,7.41%,48.91,3.79%,3.98%,6000,7.57,-0.68%,0.53%,2.00,15.25,Yes / Yes,7.39,-107.70%,174.61%,0.76,11.47,1.75%,-33.84%,1.33%,May 06 AMC,3.89M,10.98,2.37%,-2.18%,-32.99%,"

","2,965,047",-4.27%,CC
Cbiz Inc,Industrials,Specialty Business Services,USA,NYSE,RUT,46.84,1.47,10.91%,54.09M,-7.06%,3.75B,16.88,4.08,-0.32%,48.46M,-5.15%,86.93M,-,0.84,83.52%,4.94%,-0.85%,2.16B,1.74,33.90%,4.22%,5.42,-13.03%,35.40,1.95,14.10%,2.56%,2.39M,-7.82%,0.91,75.47,-,6.25%,62.65,90.13,-15.85%,-,43.46,-9.24%,2.33%,-23.60%,0.93,-,1.52,13.84%,14.22%,9.90%,2.04,-,1.52,-40.50%,10.74%,38.80,1.68%,1.94%,10000,1.02,32.27%,4.03%,1.00,95.00,Yes / Yes,0.95,25.03%,0.00%,1.22,69.07,-2.58%,8.75%,69.54%,Apr 24 BMO,441.29K,68.86,-4.77%,-5.25%,-8.43%,"

","537,286",-0.30%,CBZ
Community Financial System Inc,Financial,Banks - Regional,USA,NYSE,RUT,15.30,3.60,1.32%,52.84M,-2.65%,2.91B,11.63,4.74,-0.16%,52.15M,-4.17%,190.45M,-,1.01,73.65%,2.83%,-3.67%,959.99M,3.04,18.22%,0.57%,6.61,-18.85%,34.71,1.59,16.93%,1.17%,1.48M,27.56%,-,-,-,10.91%,42.16,73.39,-10.62%,1.86 (3.37%),14.85,1.26%,7.84%,-24.88%,0.80,1.84 (3.34%),-,8.80%,-,30.76%,1.34,"Jun 13, 2025",0.15,12.98%,25.87%,43.02,1.99%,1.49%,2918,0.47,14.34%,19.84%,2.33,66.50,Yes / Yes,0.32,22.16%,52.96%,0.76,57.11,-0.57%,7.69%,9.20%,Apr 29 BMO,223.60K,55.13,-2.64%,-0.52%,-8.93%,"

","170,809",-3.47%,CBU
Cabot Corp,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,9.67,7.73,1.42%,53.70M,-0.45%,4.01B,9.45,7.91,0.00%,52.96M,-0.78%,426.00M,1.45,1.83,96.95%,5.79%,-10.31%,3.91B,1.03,3.67%,-1.46%,6.94,-29.46%,26.57,2.81,8.07%,11.57%,3.07M,-24.68%,3.96,18.85,6.67%,30.57%,71.64,117.46,-18.17%,1.75 (2.34%),13.94,20.56%,16.92%,-36.39%,0.85,1.74 (2.33%),1.30,3.66%,24.90%,4.30%,1.99,"May 30, 2025",1.96,-2.76%,16.38%,45.16,1.86%,1.60%,4200,0.90,-0.05%,10.90%,2.60,83.60,Yes / Yes,0.76,12.34%,24.72%,0.73,76.23,-8.61%,2.53%,-8.15%,May 05 AMC,441.95K,74.72,-0.86%,-2.40%,-19.55%,"

","322,065",-1.98%,CBT
"Commerce Bancshares, Inc",Financial,Banks - Regional,USA,NASD,-,15.06,4.03,3.30%,133.86M,-4.37%,8.10B,14.44,4.20,-1.97%,129.03M,-7.29%,540.13M,2.67,1.03,71.40%,2.33%,-0.05%,1.91B,4.23,6.19%,1.47%,4.83,-11.20%,25.98,2.34,2.23%,1.72%,3.01M,19.43%,-,-,5.65%,16.82%,49.97,72.75,-2.62%,1.10 (1.81%),15.21,6.66%,15.45%,-16.59%,0.59,1.05 (1.73%),-,7.51%,-,21.43%,1.22,"Jun 06, 2025",0.43,17.70%,36.60%,37.71,1.33%,1.25%,4693,0.70,-4.27%,28.24%,3.25,65.57,Yes / Yes,0.01,19.02%,26.57%,0.77,62.04,2.40%,5.22%,4.89%,Apr 16 BMO,622.18K,60.68,-4.08%,-1.58%,-2.99%,"

","477,567",-2.19%,CBSH
Cracker Barrel Old Country Store Inc,Consumer Cyclical,Restaurants,USA,NASD,RUT,20.21,2.58,2.30%,22.27M,-5.99%,1.16B,15.82,3.29,-,21.75M,-5.96%,57.76M,9.44,0.71,103.83%,14.84%,29.31%,3.51B,0.33,-12.35%,-2.71%,2.96,0.04%,21.08,2.47,6.65%,2.69%,3.23M,12.27%,0.44,118.17,2.14%,12.90%,33.85,65.43,-1.51%,1.00 (1.92%),46.26,-27.68%,3.58%,-20.43%,1.44,1.00 (1.92%),0.26,2.47%,8.43%,53.77%,3.05,"Jul 18, 2025",0.65,-4.44%,2.20%,46.44,5.60%,4.32%,77600,2.43,2.84%,1.65%,3.00,54.83,Yes / Yes,2.43,235.14%,226.31%,1.14,55.05,-0.17%,173.46%,0.49%,Jun 05 BMO,1.09M,52.06,-7.69%,6.68%,7.55%,"

","1,245,264",-5.43%,CBRL
CBRE Group Inc,Real Estate,Real Estate Services,USA,NYSE,S&P 500,40.61,3.27,0.79%,299.58M,3.42%,39.64B,18.83,7.06,-0.23%,295.75M,3.03%,1.00B,2.40,1.11,99.18%,1.39%,5.88%,36.74B,1.08,17.15%,-0.59%,2.12,-2.14%,27.64,4.81,18.17%,4.07%,4.11M,52.59%,5.08,26.20,16.92%,12.15%,85.74,147.75,1.28%,-,27.91,-3.55%,7.41%,-10.00%,1.29,-,1.00,8.40%,17.55%,55.09%,3.08,-,1.00,1.70%,3.69%,61.85,2.05%,1.87%,140000,1.09,13.14%,2.74%,1.79,149.90,Yes / Yes,0.64,31.76%,0.00%,0.57,135.52,-0.88%,13.17%,12.29%,Apr 24 BMO,1.94M,132.97,4.40%,7.03%,2.86%,"

","1,097,705",-1.88%,CBRE
Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland,NYSE,S&P 500,13.81,20.77,0.48%,400.75M,-2.39%,114.92B,11.22,25.55,-7.74%,398.81M,1.92%,8.46B,1.83,5.94,90.89%,0.74%,-2.44%,56.44B,2.04,-4.87%,0.48%,1.69,4.44%,164.01,1.75,19.33%,3.85%,2.93M,8.67%,-,-,7.53%,13.40%,251.42,306.91,3.80%,3.79 (1.32%),7.20,18.52%,10.34%,-6.56%,0.55,3.70 (1.29%),-,10.30%,-,14.07%,5.13,"Jun 13, 2025",0.44,-7.55%,18.28%,45.87,1.11%,1.03%,43000,0.29,9.09%,14.99%,2.25,309.63,Yes / Yes,0.25,-37.11%,15.82%,0.55,289.29,-2.25%,16.21%,4.28%,Apr 22 AMC,1.74M,286.79,-1.54%,-0.33%,1.08%,"

","964,754",-0.86%,CB
Cava Group Inc,Consumer Cyclical,Restaurants,USA,NYSE,-,62.20,1.20,14.51%,115.66M,-5.64%,8.62B,104.49,0.71,-0.47%,98.88M,-25.09%,142.03M,1.91,0.14,70.60%,10.16%,-3.76%,1.04B,8.32,39.83%,4.80%,2.75,-41.46%,6.28,11.88,21.52%,12.72%,10.04M,-17.05%,3.19,23.36,32.51%,21.73%,70.00,172.43,-33.89%,-,-,-,12.98%,-56.75%,2.76,-,2.95,-,18.97%,6.53%,3.40,-,3.00,378.62%,6.62%,29.55,2.86%,2.52%,10690,0.57,32.11%,13.70%,1.84,118.46,Yes / Yes,0.51,82.97%,0.00%,1.36,78.25,1.55%,59.07%,28.12%,May 15 AMC,3.65M,74.57,-9.23%,-14.25%,-33.64%,"

","4,974,400",-4.70%,CAVA
Cathay General Bancorp,Financial,Banks - Regional,USA,NASD,RUT,10.93,3.96,5.38%,70.03M,-2.46%,3.03B,8.78,4.93,-0.20%,66.29M,-2.35%,284.05M,1.06,1.09,75.17%,2.11%,-0.21%,1.38B,2.20,11.14%,-1.85%,3.04,-15.14%,40.91,1.06,12.30%,1.22%,1.40M,22.64%,-,-,10.30%,10.07%,34.75,55.29,-9.09%,1.36 (3.15%),9.07,2.60%,9.36%,-21.72%,0.91,1.36 (3.14%),-,11.31%,-,24.55%,1.10,"May 29, 2025",0.08,-12.43%,23.49%,48.10,1.64%,1.40%,1266,0.09,2.76%,20.55%,2.60,48.20,Yes / Yes,0.06,0.45%,34.40%,1.22,44.60,0.90%,2.89%,-3.87%,Apr 21 AMC,461.00K,43.28,-1.06%,2.77%,-4.44%,"

","563,899",-2.96%,CATY
Caterpillar Inc,Industrials,Farm & Heavy Construction Machinery,USA,NYSE,"DJIA, S&P 500",17.40,20.52,0.22%,471.04M,1.05%,167.93B,16.93,21.09,-1.13%,469.29M,2.11%,9.94B,6.44,4.92,71.75%,1.36%,5.13%,63.26B,2.65,-14.32%,-2.11%,2.26,-8.07%,38.36,9.31,12.38%,11.78%,6.40M,9.09%,7.57,47.14,2.70%,55.67%,267.30,418.50,-1.57%,5.80 (1.62%),21.32,15.48%,22.65%,-14.68%,1.37,5.64 (1.58%),0.77,3.80%,35.62%,33.58%,6.92,"Jul 21, 2025",1.32,-7.37%,19.81%,61.45,1.02%,1.11%,112900,2.14,-5.58%,15.71%,2.14,365.13,Yes / Yes,1.43,-26.96%,25.08%,0.57,360.96,-3.21%,-2.23%,-9.81%,Apr 30 BMO,2.84M,357.05,1.56%,9.57%,-0.40%,"

","1,606,863",-1.08%,CAT
"Casey's General Stores, Inc",Consumer Cyclical,Specialty Retail,USA,NASD,-,34.56,14.64,0.49%,37.12M,13.99%,18.79B,28.33,17.86,-2.81%,36.94M,17.48%,546.52M,3.45,5.01,92.80%,3.51%,27.94%,15.94B,1.18,8.02%,7.27%,3.00,21.42%,92.07,5.50,12.97%,7.44%,1.30M,55.01%,8.80,57.52,10.03%,16.75%,350.52,509.08,27.74%,2.18 (0.43%),32.14,15.59%,8.60%,-0.57%,0.67,2.00 (0.40%),0.48,11.68%,21.01%,44.40%,14.29,"Aug 01, 2025",0.92,9.12%,5.00%,73.78,5.03%,2.73%,45359,0.84,7.25%,3.43%,1.88,511.00,Yes / Yes,0.81,12.61%,13.66%,1.06,506.99,1.68%,35.43%,10.91%,Jun 09 AMC,431.99K,506.16,10.72%,11.89%,22.26%,"

","457,855",-0.16%,CASY
Pathward Financial Inc,Financial,Banks - Regional,USA,NASD,RUT,10.05,7.40,1.43%,23.56M,-4.43%,1.77B,8.76,8.49,-4.98%,23.50M,-8.04%,179.94M,-,1.68,91.51%,5.99%,3.44%,781.74M,2.27,13.39%,-5.54%,6.86,-9.70%,35.35,2.10,13.10%,2.49%,1.41M,39.19%,-,-,-,22.88%,51.98,86.00,1.07%,-,12.74,21.57%,20.77%,-13.52%,0.63,0.20 (0.27%),-,7.19%,-,43.07%,1.66,"Jun 13, 2025",0.10,11.22%,25.42%,36.16,1.05%,1.27%,1244,0.04,3.25%,23.02%,2.33,90.00,Yes / Yes,0.04,21.58%,3.02%,0.70,75.93,1.40%,16.41%,5.57%,Apr 22 AMC,205.25K,74.37,-4.37%,-3.01%,-1.10%,"

","142,991",-2.05%,CASH
Maplebear Inc,Consumer Cyclical,Internet Retail,USA,NASD,-,28.49,1.52,22.81%,262.52M,-5.04%,11.31B,20.24,2.14,-0.25%,201.25M,-4.07%,426.00M,1.68,0.38,65.74%,7.04%,12.44%,3.46B,3.27,9.78%,11.55%,3.40,2.36%,12.10,3.58,23.56%,10.32%,14.16M,29.97%,6.75,6.43,17.00%,12.96%,29.84,53.44,4.71%,-,13.93,-,12.63%,-18.84%,1.30,-,3.24,22.98%,74.67%,45.34%,1.35,-,3.24,126.81%,14.59%,40.28,1.77%,1.61%,3265,0.01,11.34%,12.33%,2.03,52.81,Yes / Yes,0.00,-22.11%,0.00%,0.82,44.08,-0.06%,-2.68%,9.39%,May 01 AMC,4.16M,43.37,-5.46%,-0.24%,0.96%,"

","3,406,648",-1.61%,CART
Carrier Global Corp,Industrials,Building Products & Equipment,USA,NYSE,S&P 500,16.35,4.36,5.99%,860.19M,0.28%,61.07B,20.66,3.45,-7.70%,805.95M,-2.89%,4.08B,1.13,0.90,85.12%,1.95%,7.08%,23.04B,2.65,18.47%,-1.86%,3.02,-2.16%,16.11,4.42,13.72%,8.45%,15.73M,14.90%,1.99,35.88,14.51%,25.69%,54.22,83.32,4.37%,0.92 (1.28%),115.67,-28.10%,16.07%,-14.50%,1.32,0.83 (1.17%),0.83,3.86%,27.69%,31.39%,1.47,"Jul 21, 2025",1.20,202.13%,12.26%,52.16,1.15%,1.46%,48000,0.84,0.14%,17.70%,1.92,82.89,Yes / Yes,0.83,59.23%,169.37%,0.68,72.48,0.61%,11.26%,-15.59%,May 01 BMO,5.21M,71.24,-1.18%,5.98%,0.97%,"

","3,559,100",-1.71%,CARR
CarGurus Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,NASD,RUT,86.36,0.36,18.52%,84.33M,-3.75%,3.04B,12.40,2.48,-8.43%,80.54M,-8.50%,38.72M,4.64,0.54,88.64%,8.69%,0.00%,903.75M,3.37,23.39%,2.10%,6.23,-19.23%,4.08,7.54,16.92%,4.96%,7.00M,17.57%,1.78,17.32,18.61%,7.98%,21.65,41.33,-15.76%,-,14.92,-11.88%,6.59%,-25.53%,1.45,-,2.51,8.72%,82.99%,42.17%,0.92,-,2.52,15.34%,18.69%,45.60,3.08%,1.76%,1282,0.49,0.63%,4.28%,1.50,38.82,Yes / Yes,0.46,89.50%,0.00%,0.61,32.30,-0.65%,5.50%,4.34%,May 08 AMC,1.12M,30.78,-3.34%,3.62%,-5.82%,"

","681,212",-4.71%,CARG
Avis Budget Group Inc,Industrials,Rental & Leasing Services,USA,NASD,-,-,-62.94,3.34%,35.00M,-0.89%,4.29B,8.94,13.64,-0.18%,34.02M,15.18%,-2212.00M,-,2.13,111.73%,18.32%,96.79%,11.67B,0.37,-71.03%,27.30%,3.74,21.32%,-80.63,-,101.76%,-7.07%,6.23M,16.93%,14.78,8.25,-12.16%,-,54.03,129.96,51.23%,-,-,-,-9.86%,-6.19%,2.12,-,0.64,5.15%,23.40%,125.63%,5.64,"Dec 14, 2023",0.64,-296.07%,10.73%,61.19,1.51%,3.07%,24000,-,-2.78%,-18.96%,1.80,116.75,Yes / Yes,-,-348.02%,-,0.58,125.21,-2.25%,64.61%,-4.74%,May 07 AMC,1.67M,121.91,2.53%,22.13%,37.65%,"

","963,398",-2.64%,CAR
Camtek Ltd,Technology,Semiconductor Equipment & Materials,Israel,NASD,-,26.60,2.64,38.52%,45.60M,-4.30%,3.21B,20.11,3.50,0.00%,28.04M,0.72%,128.03M,2.24,0.79,54.45%,11.11%,6.74%,450.86M,7.11,13.31%,6.57%,8.05,-3.88%,12.89,5.46,9.04%,14.63%,3.12M,-37.29%,9.24,7.61,11.88%,24.82%,47.41,140.50,-12.93%,-,-,34.36%,16.29%,-49.94%,1.30,-,4.27,26.21%,50.08%,48.34%,2.95,"Apr 03, 2024",5.28,46.16%,26.51%,52.14,2.84%,2.69%,656,0.34,32.63%,28.40%,1.33,85.11,Yes / Yes,0.34,38.27%,54.90%,1.40,73.44,-0.30%,2.50%,22.29%,May 13 BMO,387.26K,70.33,1.81%,7.48%,-7.41%,"

","542,705",-4.23%,CAMT
Calix Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.52,10.67%,65.69M,-1.73%,3.06B,33.99,1.39,-2.12%,58.69M,5.31%,-34.64M,-,0.21,88.33%,4.16%,41.69%,825.45M,3.71,71.57%,-0.98%,2.88,35.86%,11.68,4.05,58.86%,-3.77%,2.44M,29.89%,4.36,10.85,-,-4.59%,28.60,48.88,35.47%,-,58.58,-7.01%,-4.50%,-3.36%,1.35,-,3.75,14.40%,54.97%,65.15%,1.07,-,4.58,-256.14%,-5.70%,62.95,1.15%,1.01%,1820,0.01,-18.75%,-4.20%,1.29,49.50,Yes / Yes,0.00,-4933.33%,-,0.45,48.20,6.35%,48.55%,-2.68%,Apr 21 AMC,846.69K,47.24,0.17%,13.00%,25.47%,"

","378,057",-1.99%,CALX
"Cal-Maine Foods, Inc",Consumer Defensive,Farm Products,USA,NASD,RUT,4.76,20.24,17.25%,44.25M,-1.78%,5.14B,10.84,8.89,-12.31%,44.10M,2.21%,990.81M,-,5.43,81.42%,12.71%,16.08%,3.80B,1.35,310.34%,8.87%,5.65,-7.50%,48.56,1.98,-61.93%,38.00%,5.61M,64.56%,23.27,4.14,-,48.27%,57.56,116.41,-6.35%,7.64 (7.93%),5.96,38.49%,41.60%,-17.21%,0.16,6.77 (7.03%),3.26,11.32%,39.64%,67.44%,2.78,"Apr 30, 2025",3.86,118.64%,32.57%,52.55,2.78%,1.81%,3067,0.00,60.00%,26.08%,3.00,97.00,Yes / Yes,0.00,246.01%,32.96%,0.65,94.83,-1.69%,-1.66%,101.64%,Apr 08 AMC,991.68K,96.38,0.40%,1.78%,3.64%,"

","642,147",1.63%,CALM
Cheesecake Factory Inc,Consumer Cyclical,Restaurants,USA,NASD,RUT,17.90,3.19,7.69%,49.53M,-1.37%,2.82B,13.96,4.08,-10.30%,45.72M,5.11%,156.53M,1.73,1.05,111.09%,18.58%,23.45%,3.62B,0.78,6.76%,10.25%,6.59,12.29%,6.85,8.32,11.22%,5.26%,8.50M,45.72%,2.73,20.86,10.35%,46.60%,33.50,59.45,20.19%,1.09 (1.92%),24.68,2.30%,6.83%,-4.09%,1.14,1.08 (1.89%),0.43,7.61%,12.80%,70.21%,1.78,"May 14, 2025",0.53,48.23%,6.49%,57.62,2.45%,2.04%,47900,6.19,4.42%,4.33%,2.57,56.18,Yes / Yes,5.76,-2.01%,33.74%,1.55,58.79,0.14%,14.04%,4.04%,Apr 30 AMC,1.29M,57.02,2.14%,10.00%,18.30%,"

","1,992,106",-3.01%,CAKE
"Cardinal Health, Inc",Healthcare,Medical Distribution,USA,NYSE,S&P 500,25.21,6.40,0.29%,239.00M,4.33%,38.52B,17.58,9.18,0.00%,238.00M,8.76%,1.56B,2.22,2.01,88.40%,2.48%,26.10%,222.29B,0.17,8.49%,-0.48%,2.43,34.04%,-12.33,-,12.38%,3.25%,5.90M,63.02%,13.94,11.58,11.36%,-,93.17,161.07,36.48%,2.05 (1.27%),15.80,-5.30%,37.18%,0.21%,0.68,2.02 (1.25%),0.50,9.28%,3.40%,73.24%,3.11,"Jul 01, 2025",0.94,183.45%,1.07%,73.61,2.18%,1.20%,48900,-,0.78%,0.70%,1.74,175.50,Yes / Yes,-,99.37%,58.20%,1.12,160.52,-0.93%,8.10%,-0.06%,May 01 BMO,2.43M,161.41,4.36%,10.90%,27.31%,"

","2,721,562",0.55%,CAH
Conagra Brands Inc,Consumer Defensive,Packaged Foods,USA,NYSE,S&P 500,31.56,0.68,0.60%,477.36M,-3.66%,10.30B,9.49,2.27,0.00%,474.50M,-3.92%,329.10M,-,0.59,87.71%,3.41%,-15.91%,11.74B,0.88,-12.99%,-0.67%,2.47,-22.52%,18.39,1.17,-2.17%,1.54%,16.19M,-26.23%,0.10,208.44,-4.18%,3.67%,21.81,33.24,-22.27%,1.40 (6.49%),7.11,-13.83%,2.19%,-35.11%,0.14,1.40 (6.49%),0.23,4.79%,26.43%,-1.12%,0.51,"Apr 28, 2025",0.69,-66.57%,13.50%,28.57,1.55%,1.20%,18500,0.93,-3.15%,2.80%,3.05,24.67,Yes / Yes,0.71,-52.92%,193.56%,1.63,22.28,-1.90%,-2.63%,-6.33%,Jul 10 BMO,6.56M,21.57,-4.36%,-9.28%,-19.80%,"

","10,685,968",-3.19%,CAG
Cae Inc,Industrials,Aerospace & Defense,Canada,NYSE,-,29.68,0.90,0.22%,320.27M,0.71%,8.59B,23.34,1.15,0.00%,319.56M,9.12%,289.07M,2.15,0.15,72.38%,0.77%,10.10%,3.38B,2.54,11.84%,1.03%,4.77,14.92%,10.61,2.53,18.46%,3.84%,2.45M,47.47%,0.64,42.08,13.81%,8.87%,15.95,27.62,5.63%,0.03 (0.11%),21.65,0.75%,5.22%,-2.93%,1.28,-,0.58,4.45%,27.57%,68.09%,0.67,"Mar 12, 2020",0.80,221.32%,12.94%,58.42,1.18%,1.92%,13000,0.71,4.50%,8.55%,2.07,29.01,Yes / Yes,0.63,125.29%,0.00%,0.90,27.35,0.90%,3.31%,6.43%,May 13 AMC,513.48K,26.81,3.01%,7.69%,18.20%,"

","462,508",-1.97%,CAE
Cadence Bank,Financial,Banks - Regional,USA,NYSE,RUT,10.51,2.86,0.93%,184.05M,-2.72%,5.48B,8.86,3.39,0.00%,181.03M,-6.83%,530.36M,0.98,0.68,86.42%,3.52%,0.54%,2.92B,1.88,2.91%,0.92%,4.75,-18.63%,30.16,0.99,18.84%,1.12%,6.37M,8.34%,-,-,10.72%,9.90%,25.22,40.20,-12.89%,1.10 (3.67%),7.15,3.78%,8.45%,-25.35%,0.87,1.05 (3.50%),-,22.22%,-,18.99%,0.78,"Jun 13, 2025",0.06,-3.60%,26.28%,44.95,2.15%,1.71%,5335,0.14,19.04%,18.18%,1.92,35.58,Yes / Yes,0.10,13.83%,36.10%,0.79,31.16,-0.54%,9.00%,-5.12%,Apr 21 AMC,1.34M,30.01,-2.41%,0.92%,-8.29%,"

","1,056,322",-3.69%,CADE
Caci International Inc,Technology,Information Technology Services,USA,NYSE,-,21.27,21.19,1.15%,21.99M,1.17%,9.91B,16.43,27.42,-0.53%,21.74M,-3.43%,476.63M,1.76,6.60,102.56%,6.10%,20.72%,8.36B,1.19,17.11%,8.31%,3.00,1.39%,168.46,2.68,11.25%,6.20%,1.33M,6.65%,10.18,44.26,12.06%,13.48%,318.60,588.26,11.54%,-,20.31,12.21%,6.69%,-23.39%,0.65,-,1.45,8.97%,31.18%,41.46%,13.16,-,1.58,22.25%,9.03%,53.49,1.03%,2.02%,24000,0.94,14.16%,5.70%,1.76,514.08,Yes / Yes,0.92,-2.62%,0.00%,0.72,445.76,1.73%,11.25%,11.85%,Apr 23 AMC,441.61K,450.68,0.42%,1.89%,1.69%,"

","318,895",1.10%,CACI
Credit Acceptance Corp,Financial,Credit Services,USA,NASD,-,20.69,23.43,43.31%,11.75M,-4.13%,5.62B,10.34,46.89,-1.70%,6.58M,-2.31%,289.90M,1.22,9.71,80.02%,9.92%,1.36%,2.23B,2.53,4.31%,-3.80%,4.91,-1.89%,145.64,3.33,17.04%,3.34%,0.65M,3.02%,97.67,4.96,16.93%,17.24%,409.22,614.96,3.25%,-,4.80,-10.48%,3.48%,-21.18%,1.16,-,1.87,7.75%,98.76%,18.45%,15.62,-,1.87,20.95%,38.26%,46.59,2.02%,2.31%,2431,3.92,13.77%,13.03%,3.40,486.60,Yes / Yes,3.87,70.26%,0.00%,1.15,499.54,0.69%,-3.28%,12.42%,Apr 30 AMC,133.05K,484.71,-1.41%,-0.52%,1.49%,"

","152,390",-2.97%,CACC
Corporacion America Airports S.A,Industrials,Airports & Air Services,Luxembourg,NYSE,-,22.10,0.89,81.66%,161.09M,-4.00%,3.21B,9.03,2.18,0.00%,29.91M,-9.73%,143.45M,1.80,0.46,14.63%,5.13%,6.96%,1.80B,1.78,-3.62%,3.55%,5.99,-0.81%,8.93,2.20,28.39%,3.45%,1.53M,12.99%,3.21,6.12,12.25%,11.32%,13.97,22.12,5.36%,0.27 (1.39%),16.65,98.55%,5.79%,-11.14%,1.45,-,1.37,3.41%,31.67%,40.78%,0.60,-,1.39,-64.13%,20.67%,39.53,1.23%,1.28%,6100,0.80,6.45%,7.97%,1.29,22.41,Yes / Yes,0.72,-73.31%,0.00%,0.35,19.99,-4.39%,-47.89%,3.41%,May 22 AMC,255.94K,19.66,-5.27%,-0.20%,4.83%,"

","89,061",-1.65%,CAAP
