Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Capital Southwest Corp,Financial,Asset Management,USA,NASD,-,14.95,1.42,4.66%,52.91M,-1.30%,1.16B,9.10,2.33,0.04%,52.26M,-1.03%,69.86M,-,0.60,31.38%,3.86%,-4.41%,157.73M,7.38,-3.97%,-,3.51,-0.80%,16.70,1.27,-1.18%,4.06%,2.02M,-15.73%,0.82,25.95,-1.90%,8.52%,17.46,27.03,-2.39%,2.52 (11.85%),10.92,-,3.91%,-21.42%,1.00,2.38 (11.18%),1.34,8.63%,96.28%,21.65%,0.44,"Jul 15, 2025",1.34,-29.53%,85.45%,55.12,1.08%,1.30%,30,1.09,13.86%,44.29%,2.00,22.50,Yes / Yes,1.02,11.40%,157.40%,0.99,21.34,-0.70%,-12.10%,4.89%,May 14 AMC,574.80K,21.24,1.49%,3.70%,-5.58%,"

","568,679",-0.47%,CSWC
CSW Industrials Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,33.50,8.41,1.33%,16.78M,-5.10%,4.74B,26.03,10.83,-9.59%,16.59M,-13.20%,136.65M,2.53,2.79,92.87%,3.16%,-3.70%,878.30M,5.39,12.22%,0.64%,4.69,-27.58%,63.89,4.41,14.71%,11.28%,0.52M,5.84%,13.44,20.97,13.25%,16.19%,249.84,436.50,-20.12%,1.05 (0.37%),31.14,22.66%,12.09%,-35.44%,0.92,0.96 (0.34%),2.70,17.88%,44.78%,12.80%,9.05,"Apr 25, 2025",4.03,29.12%,21.11%,33.87,0.94%,1.92%,2600,0.06,10.78%,15.56%,2.60,341.60,Yes / Yes,0.05,2.06%,10.74%,1.95,281.55,-0.96%,1.06%,9.34%,May 22 BMO,111.65K,281.82,-6.05%,-8.19%,-17.29%,"

","217,984",0.10%,CSW
Constellium SE,Basic Materials,Aluminum,France,NYSE,RUT,28.58,0.45,10.05%,142.92M,-7.45%,1.85B,6.45,2.00,0.00%,128.56M,4.36%,67.63M,0.39,0.32,85.27%,2.34%,9.86%,7.43B,0.25,205.79%,-2.36%,1.74,17.35%,5.21,2.48,72.30%,1.31%,3.01M,-35.56%,0.83,15.65,73.14%,7.93%,7.32,20.67,25.80%,-,-,-4.74%,2.46%,-37.48%,1.62,-,0.53,2.10%,8.69%,76.38%,0.52,-,1.24,-48.12%,3.92%,55.21,1.92%,2.41%,12000,2.77,-2.29%,0.91%,1.00,15.00,Yes / Yes,2.69,121.57%,0.00%,1.14,12.98,5.38%,158.95%,5.34%,Apr 30 BMO,1.73M,12.92,0.59%,14.70%,9.07%,"

","1,968,233",-0.46%,CSTM
Centerspace,Real Estate,REIT - Residential,USA,NYSE,RUT,-,-1.12,0.96%,16.73M,-3.77%,1.10B,-,-0.35,0.00%,16.57M,-3.02%,-17.88M,-,-0.13,85.24%,1.38%,-2.91%,263.57M,4.19,51.63%,1.56%,2.23,-10.15%,38.05,1.64,43.21%,-0.55%,0.23M,-7.47%,1.02,61.09,-,-1.55%,54.13,76.16,-5.80%,3.07 (4.93%),18.58,-,-1.14%,-18.19%,0.76,3.02 (4.85%),0.46,6.99%,16.06%,15.11%,1.68,"Jun 27, 2025",0.46,-33.33%,9.17%,46.26,0.74%,1.06%,404,1.46,-1.81%,-6.78%,2.00,70.79,Yes / Yes,1.41,39.58%,-,1.55,62.55,0.65%,-23.25%,4.95%,May 01 AMC,102.70K,62.31,-1.53%,1.46%,-5.52%,"

","159,320",-0.38%,CSR
Carlisle Companies Inc,Industrials,Building Products & Equipment,USA,NYSE,-,9.69,36.61,1.20%,43.30M,-3.31%,15.34B,14.18,25.02,-0.23%,42.73M,-12.05%,1.73B,0.82,6.68,97.65%,6.25%,4.55%,5.00B,3.07,9.36%,3.27%,5.78,-14.78%,50.03,7.09,13.25%,13.75%,2.67M,-14.56%,5.09,69.68,11.84%,33.11%,311.41,481.26,-3.83%,4.10 (1.16%),20.46,17.24%,42.57%,-26.29%,1.05,4.00 (1.13%),1.69,0.79%,35.62%,13.91%,8.64,"May 19, 2025",2.58,135.52%,21.93%,32.85,0.55%,1.47%,5700,0.87,-0.14%,34.52%,2.00,436.67,Yes / Yes,0.87,-19.23%,20.38%,2.85,355.54,0.65%,5.69%,-0.06%,Apr 23 AMC,462.19K,354.72,-5.35%,-5.64%,-9.75%,"

","1,316,285",-0.23%,CSL
CSG Systems International Inc,Technology,Software - Infrastructure,USA,NASD,RUT,21.24,2.93,4.63%,29.10M,-4.26%,1.80B,12.25,5.09,-0.67%,27.63M,-3.95%,83.52M,4.41,1.06,100.82%,8.18%,3.32%,1.20B,1.50,0.66%,-1.65%,7.55,15.27%,9.73,6.40,7.06%,6.16%,2.26M,55.30%,4.69,13.27,4.82%,30.24%,39.82,67.60,21.87%,1.28 (2.05%),11.68,3.51%,9.89%,-7.86%,0.92,1.24 (1.99%),1.55,3.73%,47.40%,56.43%,1.47,"Jun 18, 2025",1.55,34.87%,12.32%,42.40,1.43%,1.79%,5800,2.00,3.08%,6.95%,1.22,74.88,Yes / Yes,1.98,-15.59%,39.61%,1.50,63.39,1.06%,12.43%,1.46%,May 07 AMC,299.33K,62.29,-3.19%,-0.51%,10.37%,"

","449,340",-1.74%,CSGS
"Costar Group, Inc",Real Estate,Real Estate Services,USA,NASD,"NDX, S&P 500",277.14,0.29,1.42%,423.16M,-3.30%,33.60B,58.89,1.35,-0.49%,415.90M,4.29%,117.20M,8.08,0.14,102.59%,3.84%,0.80%,2.81B,11.95,0.81%,6.66%,4.94,5.89%,20.22,3.94,66.88%,1.20%,15.97M,8.81%,9.63,8.27,34.30%,1.47%,68.26,83.68,11.26%,-,151.50,-16.93%,1.22%,-4.82%,0.87,-,6.01,14.35%,77.53%,16.69%,1.88,-,6.01,-60.22%,-0.21%,55.30,1.49%,1.33%,6593,0.13,11.27%,4.17%,1.83,88.00,Yes / Yes,0.13,-319.51%,0.00%,1.45,79.57,2.15%,17.61%,11.55%,Apr 29 AMC,3.23M,79.65,2.53%,2.44%,4.22%,"

","4,689,275",0.10%,CSGP
"Cisco Systems, Inc",Technology,Communication Equipment,USA,NASD,"DJIA, NDX, S&P 500",27.18,2.44,0.26%,3.96B,1.87%,262.63B,16.52,4.02,-1.71%,3.95B,4.57%,9.79B,5.28,0.98,78.64%,1.04%,9.40%,55.62B,4.72,1.57%,1.79%,1.80,13.66%,11.60,5.72,5.98%,8.07%,40.97M,45.15%,4.33,15.32,5.15%,21.36%,44.50,66.50,12.03%,1.62 (2.44%),20.51,-0.54%,14.01%,-0.27%,0.88,1.61 (2.43%),0.83,0.72%,63.56%,49.03%,1.13,"Jul 03, 2025",0.91,-17.77%,21.76%,64.92,1.01%,1.08%,90400,0.67,0.47%,17.60%,1.96,71.47,Yes / Yes,0.52,33.99%,62.19%,2.21,65.84,0.72%,4.68%,11.39%,May 14 AMC,22.71M,66.32,2.79%,8.48%,12.75%,"

","50,297,594",0.73%,CSCO
Cosan S.A ADR,Energy,Oil & Gas Refining & Marketing,Brazil,NYSE,-,-,-4.15,-,464.66M,-11.71%,2.46B,4.46,1.18,-,-,-1.31%,-1930.54M,-,-0.04,3.34%,-,-4.86%,7.82B,0.32,108.39%,-15.04%,1.49,-6.88%,2.97,1.78,305.03%,-7.57%,2.14M,-42.55%,6.64,0.80,-,-69.81%,4.31,10.64,-2.94%,0.06 (1.06%),-,-,-15.51%,-50.38%,0.89,0.32 (6.14%),1.98,18.85%,31.31%,22.51%,0.27,"Jun 10, 2024",2.13,-628.74%,13.32%,40.09,5.56%,3.67%,40530,8.50,-2.76%,-24.69%,1.75,9.86,No / Yes,8.04,-690.87%,-,1.98,5.78,-7.31%,-1007.02%,-16.87%,May 15 AMC,1.44M,5.28,-9.24%,-3.74%,-17.97%,"

","2,849,191",-8.65%,CSAN
CoreWeave Inc,Technology,Software - Infrastructure,USA,NASD,-,-,-,44.55%,317.43M,23.23%,88.11B,-,-0.23,-1.74%,266.15M,103.44%,-,-,-0.22,39.05%,5.66%,-,-,-,-314.31%,211.65%,0.68,-,4.38,41.95,79.29%,-,15.05M,-,3.96,46.36,-,-,33.51,176.75,358.95%,0.02 (0.01%),-,-,-,3.86%,-,-,0.44,-,-,447.75%,15.21,-,0.44,-,-,72.79,4.44%,9.87%,-,3.88,-,-,2.55,84.22,Yes / Yes,2.55,-,-,1.41,170.00,14.53%,-616.71%,-,May 14 AMC,22.14M,183.58,30.40%,107.65%,121.53%,"

","31,165,977",7.99%,CRWV
Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA,NASD,"NDX, S&P 500",-,-0.70,4.19%,249.07M,-1.13%,118.72B,101.31,4.70,-3.71%,238.79M,7.70%,-172.30M,-,0.83,71.21%,3.67%,29.07%,4.14B,28.70,-10.50%,0.55%,2.23,22.69%,13.85,34.38,33.66%,-2.21%,8.77M,21.99%,18.51,25.73,16.88%,-5.76%,200.81,493.20,39.20%,-,115.74,34.76%,-4.08%,-3.43%,1.16,-,1.74,52.37%,74.48%,137.19%,16.23,-,1.74,-226.80%,-3.71%,56.81,2.00%,2.23%,10118,0.23,25.94%,-4.17%,1.83,481.95,Yes / Yes,0.22,-359.11%,-,1.31,485.16,-0.11%,10.56%,19.80%,Jun 03 AMC,3.94M,476.30,0.96%,9.02%,29.73%,"

","5,172,580",-1.83%,CRWD
Corvel Corp,Financial,Insurance Brokers,USA,NASD,RUT,55.79,1.83,43.93%,51.36M,-3.52%,5.24B,-,-,-0.38%,28.79M,-10.17%,95.17M,-,-,54.05%,3.27%,-4.85%,895.59M,5.85,-,-0.48%,6.73,-16.36%,6.27,16.29,-,18.33%,0.94M,22.53%,3.32,30.74,-,33.41%,81.46,128.61,-8.22%,-,57.27,16.61%,27.83%,-20.60%,1.02,-,1.90,8.62%,20.12%,25.36%,2.67,-,1.90,24.78%,13.49%,27.93,0.84%,1.37%,5075,0.09,12.61%,10.63%,-,-,Yes / Yes,0.06,35.87%,0.00%,1.29,102.50,-,-,11.72%,-,140.07K,102.11,-5.85%,-8.02%,-7.88%,"

","180,794",-0.38%,CRVL
"Cirrus Logic, Inc",Technology,Semiconductors,USA,NASD,-,17.38,6.00,0.59%,52.29M,1.59%,5.35B,13.65,7.64,-6.74%,50.99M,-1.50%,331.51M,-,1.08,97.38%,3.44%,4.48%,1.90B,2.82,-6.73%,-3.12%,2.74,-1.22%,37.28,2.80,8.67%,14.48%,1.75M,-16.87%,11.61,8.98,-,17.60%,75.83,147.46,4.78%,-,12.70,17.87%,16.00%,-29.24%,0.94,-,4.82,8.16%,52.53%,37.60%,2.71,-,6.35,23.09%,21.64%,57.12,1.68%,1.75%,1660,0.07,5.99%,17.48%,1.60,123.33,Yes / Yes,0.06,62.54%,0.00%,1.14,104.34,11.62%,41.69%,14.15%,May 06 AMC,639.43K,104.34,2.64%,6.35%,-1.66%,"

","728,204",0.00%,CRUS
Criteo S.A ADR,Communication Services,Advertising Agencies,France,NASD,-,9.63,2.45,1.00%,53.57M,-7.85%,1.26B,5.29,4.46,-21.37%,53.04M,-14.08%,141.77M,3.01,0.71,97.94%,4.44%,-35.32%,1.93B,0.65,-3.29%,0.93%,5.18,-44.32%,19.87,1.19,1.02%,6.54%,2.36M,-34.03%,5.85,4.04,3.20%,13.46%,23.39,49.93,-40.32%,-,5.64,6.16%,12.41%,-52.71%,0.51,-,1.22,-3.12%,51.82%,0.94%,1.13,-,1.22,100.33%,11.07%,30.89,1.62%,2.09%,3507,0.10,-1.18%,7.34%,1.69,40.83,Yes / Yes,0.07,444.83%,0.00%,1.52,23.91,1.52%,42.51%,0.62%,May 02 BMO,454.86K,23.61,-7.10%,-16.30%,-35.68%,"

","692,514",-1.25%,CRTO
CRISPR Therapeutics AG,Healthcare,Biotechnology,Switzerland,NASD,-,-,-4.52,4.14%,86.36M,7.19%,3.82B,-,-4.46,-2.36%,82.79M,12.74%,-385.66M,-,-1.43,69.15%,24.81%,7.48%,37.67M,101.45,-25.48%,0.26%,9.11,0.02%,21.18,2.09,18.02%,-16.75%,20.54M,-28.38%,21.52,2.06,5.55%,-19.71%,30.04,63.68,12.42%,-,-,-,-18.99%,-30.51%,1.74,-,15.64,-33.62%,-271.64%,47.30%,2.35,-,15.64,-67.29%,-1259.20%,68.21,1.96%,2.48%,393,0.12,-86.13%,-1023.64%,1.90,77.21,Yes / Yes,0.11,-11.02%,-,1.35,44.43,-86.25%,-27.05%,71.63%,May 06 AMC,2.25M,44.25,10.85%,15.22%,2.69%,"

","3,040,764",-0.41%,CRSP
Carpenter Technology Corp,Industrials,Metal Fabrication,USA,NYSE,RUT,35.95,7.06,4.14%,49.77M,2.12%,12.63B,27.53,9.22,-0.94%,47.72M,7.90%,357.60M,1.06,2.06,99.15%,11.24%,36.28%,2.92B,4.33,53.53%,6.14%,6.25,44.60%,35.80,7.09,26.64%,10.94%,5.36M,150.04%,3.04,83.37,34.02%,21.78%,95.70,256.52,49.50%,0.95 (0.37%),55.44,1.52%,14.44%,-1.09%,1.37,0.80 (0.32%),1.89,3.01%,25.78%,165.12%,7.41,"Apr 22, 2025",3.75,168.67%,17.35%,69.27,0.99%,1.56%,4600,0.39,7.40%,12.25%,1.50,297.00,Yes / Yes,0.39,1426.12%,21.61%,1.33,250.97,-0.38%,8.36%,6.15%,Apr 24 BMO,857.60K,253.72,4.06%,16.32%,35.79%,"

","1,139,810",1.10%,CRS
Crocs Inc,Consumer Cyclical,Footwear & Accessories,USA,NASD,-,6.04,16.32,4.22%,56.10M,-4.96%,5.52B,7.50,13.13,-1.33%,53.71M,-12.74%,957.72M,-,4.02,100.83%,11.26%,-6.60%,4.10B,1.35,-3.98%,-0.08%,3.37,-9.58%,35.11,2.81,3.82%,19.42%,6.05M,-38.30%,2.97,33.19,-1.80%,53.70%,86.11,165.32,-10.05%,-,6.25,56.99%,25.51%,-40.41%,1.40,-,0.97,27.23%,59.25%,14.41%,3.58,-,1.52,26.18%,24.84%,41.72,3.01%,2.41%,7910,0.95,2.09%,23.35%,1.81,126.73,Yes / Yes,0.91,13.48%,0.00%,0.83,100.13,3.23%,20.77%,-0.14%,May 08 BMO,1.80M,98.52,-4.41%,-3.77%,-10.94%,"

","1,491,041",-1.61%,CROX
Crinetics Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.82,7.50%,93.53M,-6.25%,2.83B,-,-4.69,-2.09%,86.67M,-3.86%,-328.25M,-,-1.10,105.00%,11.78%,-12.15%,0.36M,7848.31,-22.35%,2.18%,10.94,-44.79%,13.41,2.25,-3.84%,-28.06%,10.21M,-32.54%,13.61,2.22,2.12%,-30.84%,24.10,62.53,-41.01%,-,-,-12.11%,-25.29%,-51.77%,0.28,-,22.53,-,-796.40%,25.15%,1.26,-,22.53,-1.20%,-104467.87%,41.11,0.34%,1.75%,437,0.04,-100.00%,-90928.53%,1.07,72.00,Yes / Yes,0.04,-12.26%,-,0.72,30.50,162.55%,-10.54%,-,May 08 AMC,933.59K,30.16,-3.66%,-3.64%,-29.78%,"

","675,469",-1.11%,CRNX
Salesforce Inc,Technology,Software - Application,USA,NYSE,"DJIA, S&P 500",40.77,6.39,2.59%,958.00M,-2.35%,249.16B,20.61,12.64,-1.27%,931.21M,-9.52%,6.21B,3.24,2.78,83.07%,1.54%,-6.59%,38.59B,6.46,10.92%,1.26%,2.00,-27.04%,63.33,4.12,11.75%,6.37%,14.35M,13.08%,18.21,14.31,12.57%,10.31%,230.00,369.00,-22.04%,0.83 (0.32%),19.70,112.11%,8.64%,-29.37%,1.38,2.03 (0.78%),0.99,17.25%,70.84%,13.32%,6.79,"Jun 18, 2025",0.99,14.85%,20.54%,41.71,1.43%,1.75%,76453,0.20,7.97%,16.08%,1.48,352.14,Yes / Yes,0.18,2.08%,25.15%,1.70,259.50,0.75%,1.22%,7.62%,May 28 AMC,7.16M,260.63,-2.59%,-2.97%,-11.96%,"

","12,148,193",0.44%,CRM
Charles River Laboratories International Inc,Healthcare,Diagnostics & Research,USA,NYSE,S&P 500,-,-0.65,1.25%,49.12M,-2.92%,7.24B,14.27,10.33,0.39%,48.50M,2.73%,-31.56M,-,2.50,109.95%,4.99%,-10.83%,4.02B,1.80,-6.55%,1.09%,1.54,-22.42%,65.04,2.27,7.14%,-0.40%,2.42M,-29.25%,4.69,31.45,2.86%,-0.92%,91.86,254.15,-20.12%,-,12.86,-47.65%,-0.51%,-41.98%,1.48,-,1.16,9.09%,30.43%,60.51%,5.08,-,1.43,-107.31%,12.80%,57.47,2.53%,1.82%,20100,0.94,-2.16%,-0.78%,2.63,152.93,Yes / Yes,0.93,-64.42%,0.00%,0.90,145.29,4.48%,12.73%,-2.71%,May 07 BMO,1.57M,147.45,3.01%,12.77%,-12.51%,"

","1,421,857",1.49%,CRL
"Comstock Resources, Inc",Energy,Oil & Gas E&P,USA,NYSE,RUT,-,-1.12,73.32%,292.92M,19.05%,8.93B,20.94,1.46,-0.02%,77.95M,28.21%,-323.71M,-,0.14,30.06%,26.14%,53.73%,1.38B,6.46,426.05%,-2.81%,9.05,89.21%,7.24,4.21,86.16%,-5.01%,20.37M,178.54%,0.11,271.72,-,-14.17%,7.74,30.90,67.40%,-,-,-,-6.20%,-1.29%,0.33,-,0.40,10.29%,-2.67%,294.06%,1.19,"Nov 30, 2023",0.40,-608.98%,-5.66%,81.55,4.03%,3.03%,256,1.48,-1.73%,-23.41%,3.11,21.19,Yes / Yes,1.46,-611.75%,-,1.67,30.74,16.46%,14.94%,52.74%,Apr 30 AMC,2.25M,30.50,21.62%,35.68%,75.27%,"

","3,759,983",-0.78%,CRK
Carters Inc,Consumer Cyclical,Apparel Retail,USA,NYSE,-,6.81,4.52,4.08%,36.24M,-3.57%,1.12B,11.67,2.64,0.00%,34.96M,-16.29%,159.70M,-,0.34,113.83%,14.14%,-24.63%,2.81B,0.40,-41.85%,-11.09%,2.94,-45.12%,23.38,1.32,-21.91%,6.92%,4.94M,-52.03%,8.80,3.50,-23.35%,18.91%,29.62,71.99,-43.20%,2.67 (8.68%),5.07,-2.63%,8.66%,-57.24%,1.00,2.65 (8.61%),1.40,-4.17%,47.68%,3.92%,1.40,"Jun 02, 2025",2.56,-28.96%,8.41%,42.11,3.03%,2.65%,15350,1.32,-3.39%,5.68%,3.38,29.60,Yes / Yes,1.18,-58.51%,62.52%,0.80,29.83,0.96%,24.93%,-4.79%,Apr 25 BMO,1.68M,30.78,-2.64%,-9.15%,-37.39%,"

","1,338,968",3.18%,CRI
CRH Plc,Basic Materials,Building Materials,USA,NYSE,-,18.65,4.73,0.21%,676.64M,-4.82%,59.59B,13.96,6.32,-1.41%,674.60M,-8.86%,3.25B,2.20,2.08,85.30%,1.62%,-9.67%,35.80B,1.66,3.83%,5.10%,1.67,-10.23%,31.21,2.82,11.00%,6.61%,10.93M,11.98%,4.96,17.78,8.47%,15.78%,71.18,110.97,-4.72%,1.46 (1.65%),25.49,18.51%,8.91%,-20.56%,1.22,1.44 (1.63%),1.07,4.80%,35.57%,23.85%,2.17,"May 23, 2025",1.63,3.37%,13.66%,36.93,0.71%,1.36%,79800,0.80,2.11%,9.07%,1.44,113.08,Yes / Yes,0.72,-192.38%,28.26%,1.24,89.03,-0.08%,-92.31%,3.41%,May 05 AMC,6.53M,88.15,-3.93%,-4.28%,-6.98%,"

","8,113,932",-0.99%,CRH
Crescent Energy Co,Energy,Oil & Gas Integrated,USA,NYSE,RUT,-,-0.44,24.75%,194.97M,-0.53%,3.01B,6.25,1.51,-6.93%,192.06M,4.76%,-92.59M,-,0.28,68.94%,7.91%,-18.71%,3.22B,0.93,-10.59%,9.78%,3.89,-33.36%,16.70,0.57,-4.38%,-1.11%,15.19M,-20.49%,0.03,317.24,-4.13%,-3.54%,6.83,16.94,-35.18%,0.47 (4.91%),4.80,-,-1.35%,-44.10%,1.25,0.48 (5.07%),0.78,21.94%,24.01%,38.65%,0.39,"May 19, 2025",0.78,-114.70%,13.14%,57.09,1.05%,2.38%,987,1.11,31.58%,-2.87%,1.40,13.86,Yes / Yes,1.11,95.61%,-,1.17,9.52,0.08%,20.07%,44.52%,May 05 AMC,3.90M,9.47,4.73%,8.75%,-21.22%,"

","4,558,376",-0.53%,CRGY
Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,NASD,RUT,307.81,0.28,13.25%,169.80M,15.03%,14.52B,44.74,1.91,-11.24%,147.65M,37.68%,52.18M,8.68,0.35,75.52%,5.76%,83.93%,436.77M,33.24,116.37%,1.04%,1.73,10.69%,3.64,23.47,26.20%,7.40%,8.51M,199.20%,2.54,33.66,35.46%,8.54%,22.50,86.84,27.23%,-,-,-,7.52%,-1.53%,2.44,-,5.79,52.00%,65.94%,280.04%,4.77,-,6.62,266.68%,8.70%,76.72,4.05%,4.57%,500,0.02,126.34%,11.95%,1.23,89.73,Yes / Yes,0.02,412.50%,0.00%,1.12,85.59,6.52%,27.83%,179.73%,Jun 02 AMC,4.93M,85.51,20.46%,50.57%,62.18%,"

","5,519,622",-0.09%,CRDO
Cricut Inc,Technology,Computer Hardware,USA,NASD,RUT,21.00,0.31,79.59%,51.63M,-0.15%,1.39B,28.90,0.23,-0.69%,43.41M,4.47%,67.10M,-,0.06,10.28%,9.94%,21.34%,707.78M,1.96,-18.85%,-1.80%,9.09,3.15%,2.31,2.83,-3.85%,9.55%,4.31M,5.19%,1.68,3.88,-4.61%,12.87%,3.94,7.02,14.74%,0.95 (14.58%),5.51,-52.55%,13.40%,-6.84%,0.12,0.20 (3.06%),2.61,7.93%,50.80%,65.99%,0.24,"Jul 07, 2025",3.28,5.78%,11.34%,59.54,2.72%,2.40%,640,0.03,-5.79%,9.48%,4.50,4.10,Yes / Yes,0.02,23.40%,68.63%,1.32,6.60,5.15%,54.71%,-2.84%,May 06 AMC,474.62K,6.54,3.46%,14.98%,12.97%,"

","625,628",-0.91%,CRCT
Circle Internet Group Inc,Financial,Capital Markets,USA,NYSE,-,755.60,0.32,9.90%,222.54M,125.53%,53.47B,154.03,1.56,-29.10%,197.89M,-,18.10M,-,0.28,14.20%,-,-,1.89B,28.30,-61.90%,-26.97%,-,-,12.98,18.51,28.93%,0.30%,-,-,3.81,63.01,-,-,64.00,200.90,188.69%,-,178.06,21.80%,16.40%,19.60%,-,-,0.00,182.00%,24.00%,275.44%,30.56,-,1.00,-,11.00%,-,12.70%,-,900,0.07,-,9.10%,1.00,235.00,Yes / Yes,0.07,33.20%,0.00%,2.33,199.59,-,-,58.50%,-,39.20M,240.28,75.10%,75.10%,75.10%,"

","91,188,123",20.39%,CRCL
California Resources Corporation,Energy,Oil & Gas E&P,USA,NYSE,RUT,8.45,5.52,17.72%,89.18M,0.76%,4.16B,12.67,3.68,0.01%,73.37M,7.50%,501.00M,1.30,0.87,85.13%,6.78%,4.93%,3.34B,1.25,-4.06%,-3.82%,4.73,-13.38%,39.43,1.18,-1.39%,9.33%,4.97M,-6.33%,2.40,19.42,6.48%,17.86%,30.97,60.41,-10.18%,1.93 (4.15%),9.12,-,11.21%,-22.84%,1.56,1.55 (3.33%),0.74,1.89%,40.41%,50.50%,1.35,"May 30, 2025",0.83,53.13%,22.47%,64.55,1.42%,1.52%,1550,0.31,41.68%,15.01%,1.40,57.86,Yes / Yes,0.27,970.26%,30.20%,2.45,46.05,5.30%,32.57%,72.57%,May 06 AMC,1.05M,46.61,3.96%,14.97%,-2.86%,"

","2,573,837",1.22%,CRC
Corebridge Financial Inc,Financial,Asset Management,USA,NYSE,-,25.99,1.26,31.99%,553.10M,-1.21%,17.94B,5.70,5.72,-7.07%,373.87M,-0.88%,688.00M,2.57,1.19,68.95%,2.15%,0.46%,15.72B,1.14,2.79%,1.06%,2.54,6.43%,21.66,1.51,15.21%,0.19%,8.03M,13.30%,-,-,10.10%,5.84%,23.69,35.36,9.02%,0.97 (2.97%),9.30,116.91%,2.97%,-7.72%,1.07,0.94 (2.88%),-,8.26%,-,37.74%,0.79,"Jun 16, 2025",-,-67.03%,7.95%,53.74,1.16%,1.28%,5200,1.03,-23.47%,4.38%,1.69,36.93,Yes / Yes,0.94,-184.70%,24.72%,2.42,32.58,-10.32%,1.95%,-48.92%,May 05 AMC,3.16M,32.63,0.19%,5.02%,5.33%,"

","7,649,156",0.15%,CRBG
CRA International Inc,Industrials,Consulting Services,USA,NASD,RUT,24.29,7.41,4.15%,6.79M,-2.67%,1.22B,20.96,8.58,-9.74%,6.53M,-5.96%,50.88M,-,1.84,90.75%,1.90%,1.13%,697.48M,1.76,5.82%,0.04%,1.68,-11.81%,33.48,5.37,6.68%,8.90%,0.12M,4.41%,3.76,47.84,-,23.18%,133.54,214.01,-3.93%,-,76.78,21.60%,16.51%,-15.96%,0.92,2.31 (1.28%),1.03,8.78%,29.19%,34.68%,5.24,"May 27, 2025",1.03,21.06%,10.97%,42.07,1.09%,1.22%,946,0.81,8.49%,7.30%,2.00,237.50,Yes / Yes,0.36,34.45%,25.98%,1.87,182.25,2.96%,13.87%,5.86%,May 01 BMO,73.96K,179.85,-3.52%,0.47%,-1.54%,"

","138,357",-1.32%,CRAI
Crane Co,Industrials,Specialty Industrial Machinery,USA,NYSE,-,34.64,5.16,0.99%,57.50M,-4.30%,10.28B,28.20,6.34,-0.63%,56.93M,2.05%,301.30M,2.47,1.33,75.57%,1.13%,16.73%,2.28B,4.51,13.67%,0.87%,1.83,8.75%,30.56,5.85,14.28%,11.80%,0.64M,26.36%,7.57,23.63,14.02%,18.82%,127.04,191.00,17.83%,0.91 (0.51%),38.83,18.11%,17.15%,-6.39%,1.24,0.87 (0.49%),1.49,-7.07%,40.44%,40.74%,4.13,"May 30, 2025",2.08,39.13%,17.07%,55.67,1.08%,1.59%,7300,0.15,6.65%,13.21%,1.80,197.86,Yes / Yes,0.00,9.43%,16.22%,3.18,178.40,1.77%,6.46%,-1.36%,Apr 28 AMC,352.61K,178.80,0.71%,7.59%,10.37%,"

","1,122,123",0.22%,CR
Cheniere Energy Partners LP,Energy,Oil & Gas Midstream,USA,NYSE,-,13.39,4.18,49.63%,484.00M,-3.68%,27.11B,13.47,4.16,0.00%,243.83M,-4.14%,2.02B,-,0.98,46.55%,0.37%,-9.22%,9.40B,2.88,2.53%,1.23%,5.35,1.16%,4.24,13.21,-4.58%,11.70%,0.89M,18.77%,0.35,159.45,-1.73%,124.29%,46.91,68.42,5.50%,3.35 (5.99%),9.73,13.75%,12.07%,-18.15%,0.40,3.10 (5.53%),0.76,5.41%,33.26%,19.38%,1.76,"May 09, 2025",0.88,9.35%,32.04%,39.29,0.64%,1.39%,1714,7.22,3.94%,21.54%,4.13,56.50,Yes / Yes,7.17,191.12%,81.02%,4.45,56.52,16.54%,-2.65%,30.24%,May 08 BMO,167.29K,56.00,-2.99%,-4.38%,-1.22%,"

","743,787",-0.92%,CQP
