Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
ASGN Inc,Technology,Information Technology Services,USA,NYSE,RUT,15.09,3.51,3.94%,43.90M,0.65%,2.32B,10.41,5.08,0.00%,42.08M,-6.85%,158.00M,2.80,1.08,99.40%,5.31%,-21.05%,4.02B,0.58,-15.17%,0.18%,4.45,-41.28%,40.85,1.30,14.77%,4.40%,2.23M,-42.71%,2.44,21.66,5.38%,8.65%,47.64,105.67,-36.50%,-,7.51,3.22%,5.06%,-49.92%,1.00,-,2.37,0.88%,27.51%,11.08%,1.64,-,2.37,-18.60%,6.97%,44.06,2.14%,2.04%,24500,0.75,-8.05%,3.93%,2.56,60.57,Yes / Yes,0.74,-41.53%,0.00%,0.89,53.46,0.67%,-3.17%,-7.69%,Apr 23 AMC,502.66K,52.92,-1.98%,-4.58%,-32.25%,"

","449,624",-1.01%,ASGN
Associated Banc-Corp,Financial,Banks - Regional,USA,NYSE,RUT,27.56,0.85,1.08%,165.81M,2.49%,3.89B,8.60,2.73,0.17%,164.01M,-4.44%,131.34M,2.28,0.62,86.44%,3.08%,10.50%,2.12B,1.84,15.69%,-0.52%,3.29,-9.28%,27.09,0.87,8.02%,0.34%,5.06M,15.73%,-,-,12.07%,3.23%,18.32,28.18,-1.80%,0.92 (3.93%),8.38,-17.66%,2.38%,-16.71%,0.79,0.91 (3.88%),-,7.06%,-,28.11%,0.56,"Jun 02, 2025",0.04,-12.02%,8.04%,52.79,1.30%,1.48%,-,0.70,0.21%,6.21%,2.73,26.36,Yes / Yes,0.18,14.58%,123.00%,0.58,23.75,-0.90%,4.39%,-1.10%,Apr 24 AMC,1.54M,23.47,-0.09%,5.22%,0.15%,"

","889,723",-1.18%,ASB
Asana Inc,Technology,Software - Application,USA,NYSE,RUT,-,-1.00,62.03%,155.66M,-6.05%,3.25B,41.07,0.34,1.44%,89.34M,-24.14%,-231.83M,-,0.05,31.94%,11.72%,7.13%,738.70M,4.41,273.93%,-1.71%,3.18,-44.39%,1.00,13.77,48.93%,-24.99%,10.47M,2.98%,2.00,6.91,-,-83.36%,11.05,27.77,-31.77%,-,298.31,-8.31%,-49.18%,-50.20%,1.21,-,1.42,38.39%,89.36%,25.22%,0.78,-,1.42,13.74%,-31.38%,31.44,0.34%,5.60%,1819,1.12,9.84%,-31.38%,2.89,16.25,Yes / Yes,1.00,39.27%,-,1.65,14.14,0.58%,94.55%,8.59%,Jun 03 AMC,3.30M,13.83,-17.58%,-14.71%,-15.85%,"

","5,450,606",-2.19%,ASAN
Amer Sports Inc,Consumer Cyclical,Leisure,Finland,NYSE,-,100.62,0.37,73.59%,553.85M,0.08%,20.72B,38.76,0.97,0.00%,146.27M,19.90%,202.10M,2.66,0.02,19.39%,8.43%,40.59%,5.46B,3.80,58.13%,-18.99%,2.64,45.06%,9.42,3.97,29.88%,2.42%,12.34M,154.66%,0.76,49.09,37.87%,4.38%,10.11,39.17,33.80%,-,148.74,-,3.11%,-4.49%,3.62,-,0.80,20.65%,56.22%,270.03%,1.33,-,1.66,185.07%,10.74%,68.76,0.63%,4.16%,13400,0.29,21.21%,3.70%,1.65,41.34,Yes / Yes,0.24,2114.68%,0.00%,0.45,37.74,6.14%,74.87%,24.48%,May 20 BMO,4.68M,37.41,2.66%,27.22%,48.29%,"

","2,106,995",-0.87%,AS
Arrowhead Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.38,16.58%,138.06M,-1.46%,2.24B,-,-3.40,-2.90%,115.20M,6.15%,-143.97M,-,-0.95,74.55%,11.55%,7.63%,545.21M,4.11,103.90%,5.27%,7.20,-30.30%,4.95,3.28,-1843.48%,-11.39%,13.31M,-33.82%,7.95,2.04,9.33%,-24.67%,9.57,30.41,-13.72%,-,486.95,-,-10.65%,-46.66%,0.96,-,5.15,-53.80%,96.13%,69.49%,0.84,-,5.15,68.03%,-21.74%,55.01,2.34%,3.10%,609,1.08,1436.97%,-26.41%,1.62,41.77,Yes / Yes,0.98,371.04%,-,0.78,16.74,332.80%,722.17%,-,May 12 AMC,1.85M,16.22,0.67%,15.14%,-11.51%,"

","1,449,504",-3.11%,ARWR
Arrow Electronics Inc,Technology,Electronics & Computer Distribution,USA,NYSE,-,17.00,7.26,0.80%,51.87M,2.27%,6.41B,8.21,15.05,-1.84%,51.46M,1.88%,388.19M,0.75,2.04,106.05%,7.57%,21.16%,27.81B,0.23,-2.20%,-0.31%,6.14,0.87%,114.23,1.08,45.70%,1.86%,3.90M,-7.02%,4.47,27.63,22.77%,6.68%,86.50,137.80,9.18%,-,6.47,-,4.71%,-10.38%,1.09,-,1.05,-0.70%,10.97%,42.77%,2.35,"Dec 17, 1986",1.43,-43.00%,3.07%,62.94,1.12%,1.19%,21520,0.48,-11.13%,1.40%,3.38,115.25,Yes / Yes,0.39,-0.77%,0.00%,0.52,124.41,7.18%,20.64%,-1.59%,May 01 BMO,634.94K,123.50,2.41%,9.57%,5.05%,"

","331,934",-0.73%,ARW
Array Technologies Inc,Technology,Solar,USA,NASD,RUT,-,-1.86,1.73%,152.51M,0.41%,1.13B,9.46,0.79,0.22%,149.91M,-9.94%,-282.42M,-,0.19,112.07%,13.99%,22.61%,1.06B,1.06,3.34%,-4.90%,3.53,21.80%,-0.64,-,26.71%,-14.78%,20.98M,-46.89%,2.29,3.24,13.85%,-49.11%,3.76,14.10,23.01%,-,13.15,-,-29.17%,-47.30%,1.79,-,1.93,7.17%,26.97%,97.61%,0.53,-,2.39,-593.57%,11.32%,58.90,3.13%,4.22%,1021,2.10,-21.31%,-26.52%,2.00,8.73,Yes / Yes,1.99,120.16%,-,0.47,7.77,14.98%,60.89%,97.10%,May 06 BMO,5.95M,7.43,2.55%,26.15%,18.15%,"

","2,784,004",-4.38%,ARRY
ARMOUR Residential REIT Inc,Real Estate,REIT - Mortgage,USA,NYSE,RUT,-,-0.35,0.41%,81.75M,2.24%,1.38B,4.82,3.51,-7.54%,81.41M,-0.71%,-13.56M,-,0.89,53.01%,5.86%,-9.04%,593.48M,2.33,-0.99%,28.05%,1.68,-13.16%,27.30,0.62,-3.72%,-0.01%,4.77M,-12.57%,3.22,5.24,-4.10%,-0.11%,13.18,21.93,-10.39%,2.88 (17.04%),5.19,53.38%,-0.80%,-22.94%,1.36,2.88 (17.04%),1.18,2.41%,94.25%,28.22%,0.31,"Jun 16, 2025",1.18,50.74%,88.12%,62.22,0.34%,1.31%,20,7.33,142.18%,-2.29%,2.67,16.67,Yes / Yes,0.00,37.24%,-,0.83,16.81,7.18%,-5.27%,2413.01%,Apr 23 AMC,2.83M,16.90,2.82%,6.09%,-7.95%,"

","2,363,618",0.54%,ARR
Arcutis Biotherapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.04,12.06%,119.14M,-0.07%,1.61B,68.78,0.20,-1.53%,104.83M,-2.32%,-129.72M,-,-0.17,98.78%,16.00%,-8.85%,212.82M,7.56,52.31%,-3.59%,7.24,7.31%,1.20,11.27,135.48%,-31.54%,16.78M,79.05%,1.67,8.10,-,-70.58%,7.64,17.75,-3.09%,-,-,-0.98%,-51.35%,-23.94%,1.78,-,3.37,-,88.39%,76.82%,0.72,-,3.55,64.22%,-57.00%,45.85,0.54%,2.96%,342,0.78,100.03%,-60.95%,1.00,21.14,Yes / Yes,0.77,37.60%,-,0.59,13.73,5.82%,5.17%,32.84%,May 06 AMC,2.32M,13.50,-2.16%,-3.74%,7.17%,"

","1,368,652",-1.68%,ARQT
Archrock Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,21.10,1.18,6.92%,175.52M,-2.88%,4.40B,13.56,1.84,-0.41%,164.56M,-2.16%,199.60M,0.82,0.38,94.59%,3.39%,3.53%,1.24B,3.56,54.12%,-0.41%,4.09,-1.62%,7.69,3.24,13.54%,6.02%,5.58M,28.80%,0.03,909.98,25.72%,17.89%,17.26,30.44,0.08%,0.79 (3.16%),-,8.49%,5.45%,-18.17%,1.08,0.72 (2.89%),0.96,3.70%,45.09%,44.28%,0.77,"May 06, 2025",1.47,43.55%,33.39%,48.37,2.33%,1.92%,1300,1.71,20.14%,16.15%,1.12,30.89,Yes / Yes,1.71,55.29%,63.88%,0.69,24.79,1.28%,4.63%,29.30%,May 06 BMO,1.37M,24.91,-1.37%,2.10%,2.83%,"

","944,081",0.48%,AROC
Aris Mining Corp,Basic Materials,Gold,Canada,AMEX,-,41.02,0.16,14.02%,173.22M,-0.30%,1.20B,-,-,0.00%,153.14M,15.81%,27.69M,-,-,45.92%,1.55%,52.14%,560.51M,2.14,-,5.97%,1.87,74.16%,4.86,1.39,-,1.61%,2.38M,63.99%,1.35,5.01,-,3.75%,3.29,7.01,92.57%,-,-,-,2.07%,-3.78%,0.63,-,1.81,9.36%,32.18%,105.18%,0.27,"Aug 30, 2022",2.10,61.99%,27.74%,62.26,1.87%,2.82%,3801,0.63,22.28%,4.94%,-,-,Yes / Yes,0.59,353.70%,-,1.57,6.58,-,-,46.37%,May 07 AMC,1.27M,6.74,5.32%,16.86%,47.50%,"

","2,000,716",2.43%,ARMN
Aramark,Industrials,Specialty Business Services,USA,NYSE,-,31.03,1.30,0.67%,262.78M,1.46%,10.57B,17.71,2.28,0.00%,260.32M,2.54%,348.01M,1.60,0.40,100.65%,3.11%,17.11%,17.62B,0.60,24.84%,1.02%,3.84,0.90%,11.49,3.51,17.67%,2.67%,8.09M,19.40%,3.88,10.39,19.43%,11.77%,29.92,42.49,8.07%,0.42 (1.04%),28.48,-11.14%,3.71%,-5.11%,1.28,0.41 (1.02%),1.08,1.41%,5.80%,34.76%,0.87,"May 14, 2025",1.21,-45.03%,4.39%,63.42,1.25%,1.21%,266680,2.27,-3.47%,1.97%,1.29,45.00,Yes / Yes,2.11,14.79%,38.53%,0.71,40.17,-1.72%,3.85%,1.89%,May 06 BMO,2.10M,40.32,1.45%,10.86%,7.72%,"

","1,500,468",0.37%,ARMK
Arm Holdings plc. ADR,Technology,Semiconductors,United Kingdom,NASD,NDX,186.04,0.75,0.45%,1.06B,7.00%,146.52B,58.26,2.38,0.00%,1.05B,9.43%,792.00M,8.50,0.35,6.80%,1.52%,23.71%,4.01B,36.57,9.42%,16.90%,3.10,-0.73%,6.47,21.42,33.41%,9.40%,16.02M,-0.92%,2.67,51.87,21.90%,13.05%,80.00,188.75,12.37%,-,823.15,18.47%,11.07%,-26.56%,4.11,-,5.20,18.57%,94.70%,73.27%,5.75,-,5.20,156.53%,20.74%,62.43,2.31%,2.52%,8330,0.05,23.94%,19.77%,1.92,140.42,Yes / Yes,0.05,-6.10%,0.00%,0.61,140.38,0.54%,4.86%,33.73%,May 07 AMC,5.18M,138.62,4.73%,16.94%,3.44%,"

","3,143,841",-1.25%,ARM
"Alliance Resource Partners, LP",Energy,Thermal Coal,USA,NASD,-,12.09,2.13,30.75%,128.43M,0.16%,3.31B,9.68,2.66,-0.23%,88.93M,-1.72%,272.84M,5.02,0.61,17.22%,1.67%,5.25%,2.34B,1.41,-7.67%,-4.99%,3.86,-0.54%,14.10,1.83,4.01%,9.30%,1.49M,3.75%,0.63,40.67,2.41%,14.71%,22.18,30.56,-2.05%,2.80 (10.87%),9.52,-1.99%,12.02%,-15.75%,0.54,2.80 (10.87%),1.37,4.53%,18.82%,16.10%,0.51,"May 08, 2025",1.93,-53.44%,15.37%,42.55,0.60%,0.59%,3653,0.27,-8.53%,11.67%,1.00,29.83,Yes / Yes,0.25,-53.00%,100.97%,0.41,25.96,-2.10%,13.43%,-17.07%,Apr 28 BMO,385.98K,25.75,-1.51%,-2.29%,-1.28%,"

","157,902",-0.81%,ARLP
Arlo Technologies Inc,Industrials,Building Products & Equipment,USA,NYSE,RUT,-,-0.22,5.19%,103.30M,3.45%,1.73B,22.86,0.73,-27.65%,98.04M,22.23%,-21.70M,-,0.15,89.10%,5.45%,59.26%,505.75M,3.43,55.80%,1.19%,5.94,27.63%,1.00,16.76,17.73%,-7.40%,5.34M,27.24%,1.48,11.33,-,-21.34%,7.84,17.64,49.87%,-,30.27,23.03%,-17.96%,-4.93%,2.02,-,1.22,6.69%,38.13%,113.90%,0.58,-,1.42,-18.75%,-4.69%,78.62,2.25%,2.85%,360,0.21,0.27%,-4.29%,1.40,19.00,Yes / Yes,0.17,91.82%,-,0.80,17.02,0.60%,28.98%,-4.13%,May 08 AMC,899.77K,16.77,13.49%,40.86%,44.13%,"

","718,816",-1.47%,ARLO
Aris Water Solutions Inc,Utilities,Utilities - Regulated Water,USA,NYSE,RUT,30.96,0.82,7.78%,32.63M,7.00%,1.51B,16.84,1.52,-57.55%,30.10M,4.89%,25.87M,2.35,0.30,105.90%,10.26%,-12.15%,452.53M,3.33,4.56%,12.77%,3.76,0.87%,12.51,2.04,15.04%,1.87%,3.09M,70.13%,0.42,61.42,13.17%,7.12%,13.34,33.95,6.56%,0.56 (2.20%),55.00,4.61%,2.83%,-24.83%,1.71,0.49 (1.92%),1.87,29.67%,40.68%,91.25%,1.26,"Jun 05, 2025",1.87,16.65%,24.34%,57.93,1.43%,2.59%,276,1.26,12.03%,5.72%,1.92,29.46,Yes / Yes,1.24,7.13%,50.25%,0.53,25.20,5.20%,19.37%,16.52%,May 06 AMC,820.87K,25.52,7.78%,4.04%,7.12%,"

","437,295",1.27%,ARIS
Apollo Commercial Real Estate Finance Inc,Real Estate,REIT - Mortgage,USA,NYSE,RUT,-,-0.04,1.15%,138.87M,1.42%,1.39B,9.76,1.02,-5.02%,137.35M,0.71%,-4.32M,-,0.25,67.51%,2.17%,2.36%,661.07M,2.10,93.07%,2.44%,2.41,8.01%,13.40,0.74,23.21%,0.09%,2.98M,4.96%,1.20,8.33,50.35%,0.41%,7.70,11.03,15.24%,1.00 (10.02%),45.82,-,-0.06%,-9.54%,1.55,0.76 (7.60%),0.17,7.48%,80.75%,29.61%,0.18,"Jun 30, 2025",0.17,95.53%,70.18%,59.37,0.69%,1.09%,-,3.66,-14.98%,-0.65%,2.50,10.00,Yes / Yes,2.99,121.04%,-,1.14,10.06,5.03%,3.09%,-18.88%,Apr 24 AMC,1.24M,9.98,1.34%,6.88%,6.93%,"

","1,404,622",-0.80%,ARI
Arhaus Inc,Consumer Cyclical,Specialty Retail,USA,NASD,RUT,20.99,0.41,63.94%,53.78M,-2.63%,1.23B,18.03,0.48,0.00%,50.82M,-0.23%,58.33M,3.74,0.15,41.90%,10.71%,0.46%,1.29B,0.95,-14.82%,1.79%,2.92,-21.05%,2.48,3.51,17.64%,4.78%,5.44M,-54.21%,1.55,5.63,5.62%,18.39%,6.61,19.80,-7.45%,-,25.68,42.51%,7.08%,-56.06%,2.63,-,0.57,20.78%,38.83%,31.62%,0.43,"Mar 20, 2024",1.26,-45.31%,5.67%,51.85,0.71%,2.80%,2550,1.50,0.71%,4.53%,2.36,9.88,Yes / Yes,1.36,-67.78%,0.00%,0.48,8.78,-1.15%,-49.34%,5.49%,May 08 BMO,1.86M,8.70,0.49%,5.05%,-12.82%,"

","900,226",-0.91%,ARHS
Argen X SE ADR,Healthcare,Biotechnology,Netherlands,NASD,-,46.00,12.76,0.35%,61.06M,1.06%,35.83B,27.87,21.05,0.00%,60.85M,8.16%,831.41M,1.43,3.01,54.68%,3.46%,0.95%,2.19B,16.39,0.04%,-7.35%,5.26,-3.97%,90.49,6.48,64.67%,15.48%,2.11M,54.70%,55.34,10.60,32.17%,17.33%,376.59,678.21,-4.59%,-,1324.49,-,15.03%,-13.48%,0.39,-,6.68,94.72%,89.20%,55.81%,15.24,-,7.29,368.72%,-3.46%,51.97,1.45%,1.65%,1599,0.01,78.01%,38.03%,1.30,751.27,Yes / Yes,0.01,-,0.00%,0.72,574.96,2.55%,6.57%,-,May 08 BMO,400.28K,586.76,1.43%,0.05%,-1.00%,"

","286,379",2.05%,ARGX
Ares Management Corp,Financial,Asset Management,USA,NYSE,-,98.72,1.73,7.39%,214.90M,0.48%,55.78B,26.30,6.50,-53.36%,202.31M,-0.98%,355.50M,4.00,1.14,85.16%,2.58%,21.84%,4.64B,12.02,29.98%,1.24%,2.59,-2.56%,20.40,8.37,25.86%,1.56%,5.23M,24.82%,5.52,30.94,24.71%,12.97%,110.63,200.49,-3.51%,4.51 (2.64%),24.03,14.31%,2.00%,-14.80%,1.39,3.91 (2.29%),0.58,18.68%,82.46%,54.40%,4.59,"Jun 16, 2025",0.58,-22.75%,28.25%,59.24,1.44%,1.80%,3200,3.00,19.02%,7.66%,1.82,177.33,Yes / Yes,2.99,-84.53%,179.61%,1.22,168.78,7.61%,15.91%,56.52%,May 05 BMO,2.02M,170.81,2.27%,9.47%,3.68%,"

","2,456,972",1.20%,ARES
Alexandria Real Estate Equities Inc,Real Estate,REIT - Office,USA,NYSE,S&P 500,95.92,0.76,1.22%,172.99M,5.05%,12.64B,31.71,2.30,-2.06%,170.88M,0.91%,131.07M,2397.93,0.54,96.05%,3.43%,-24.41%,3.11B,4.07,-4.66%,-1.08%,3.38,-31.56%,102.65,0.71,34.25%,0.35%,5.86M,-35.87%,2.80,26.13,0.04%,0.73%,67.37,130.14,-25.11%,5.33 (7.30%),9.22,-10.42%,0.43%,-43.86%,1.26,5.24 (7.17%),0.85,15.27%,29.99%,8.45%,2.07,"Jun 30, 2025",0.85,-28.94%,18.34%,52.03,1.24%,1.99%,552,0.78,5.13%,4.22%,2.43,97.31,Yes / Yes,0.74,-107.01%,288.49%,0.57,73.19,-0.62%,-54.09%,-1.42%,Apr 28 AMC,1.74M,73.06,2.97%,-1.65%,-25.90%,"

","985,001",-0.18%,ARE
Ardent Health Inc,Healthcare,Medical Care Facilities,USA,NYSE,RUT,8.59,1.58,84.12%,143.04M,-8.14%,1.94B,6.66,2.03,0.00%,22.71M,-6.68%,224.68M,0.72,0.58,12.10%,6.95%,2.19%,6.02B,0.32,23.42%,4.43%,4.26,-17.98%,8.22,1.65,4.31%,4.73%,1.58M,-,3.46,3.92,12.00%,23.97%,11.31,20.72,-20.67%,-,16.38,-,6.54%,-34.60%,-,-,1.98,14.72%,97.56%,19.81%,0.47,-,2.12,193.92%,6.76%,40.98,4.23%,2.40%,24900,1.94,8.91%,3.73%,1.36,20.32,Yes / Yes,1.92,55.77%,0.00%,0.65,13.34,-0.03%,44.28%,4.04%,May 06 AMC,370.23K,13.55,-6.97%,0.08%,-13.69%,"

","238,965",1.57%,ARDT
Arcos Dorados Holdings Inc,Consumer Cyclical,Restaurants,USA,NYSE,-,11.93,0.64,42.53%,130.66M,1.06%,1.60B,9.57,0.79,0.00%,121.07M,-6.86%,134.18M,1.09,0.09,45.94%,2.26%,-4.04%,4.47B,0.36,-10.70%,-5.35%,1.60,-6.17%,2.45,3.11,25.24%,4.17%,2.73M,-16.94%,2.35,3.24,10.96%,26.84%,6.66,10.55,4.40%,0.26 (3.42%),-,12.81%,5.74%,-27.96%,0.63,0.24 (3.16%),0.81,8.60%,12.92%,14.11%,0.23,"Jun 24, 2025",0.86,-22.17%,6.86%,52.37,1.02%,1.81%,98615,4.27,0.97%,3.00%,1.29,10.05,Yes / Yes,3.54,-51.15%,33.98%,0.39,7.51,2.14%,-39.13%,-0.44%,May 14 BMO,1.71M,7.60,1.68%,0.96%,-6.18%,"

","672,063",1.20%,ARCO
Ares Capital Corp,Financial,Asset Management,USA,NASD,-,10.92,2.04,0.56%,694.18M,1.50%,15.47B,11.14,2.00,1.20%,686.73M,2.30%,-,-,0.51,32.66%,2.32%,3.92%,3.02B,5.12,-13.22%,-,3.10,0.04%,19.81,1.12,-1.13%,-,15.90M,3.53%,-,-,-,-,18.26,23.84,1.78%,1.92 (8.62%),-,-,-,-6.54%,0.73,1.92 (8.62%),-,-,-,22.02%,0.31,"Jun 13, 2025",-,-10.57%,-,62.30,0.55%,0.76%,-,-,19.95%,-,1.62,22.73,Yes / Yes,-,-46.30%,80.09%,0.97,22.43,-4.14%,-5.64%,4.40%,Apr 29 BMO,5.14M,22.28,1.42%,5.21%,2.64%,"

","4,974,570",-0.67%,ARCC
ArcBest Corp,Industrials,Trucking,USA,NASD,RUT,9.25,7.57,2.17%,23.03M,10.62%,1.60B,9.51,7.36,0.84%,22.41M,0.03%,179.40M,0.66,1.40,103.06%,5.36%,-4.16%,4.11B,0.39,-20.61%,-0.37%,2.96,-36.75%,56.22,1.24,47.58%,7.53%,1.20M,-36.27%,4.31,16.25,13.91%,14.25%,55.19,129.83,-25.00%,0.48 (0.69%),27.60,36.95%,10.83%,-46.09%,1.67,0.48 (0.69%),1.00,6.94%,8.04%,26.82%,3.09,"May 09, 2025",1.00,51.78%,3.21%,60.86,3.61%,2.85%,14000,0.36,-5.69%,4.37%,2.08,83.42,Yes / Yes,0.28,201.66%,6.60%,0.61,69.59,-1.98%,-0.91%,-6.69%,Apr 29 BMO,405.79K,69.99,7.32%,10.09%,-21.64%,"

","245,539",0.57%,ARCB
Antero Resources Corp,Energy,Oil & Gas E&P,USA,NYSE,-,55.29,0.72,7.01%,311.58M,7.66%,12.43B,9.84,4.07,-8.65%,288.75M,-2.44%,228.85M,0.46,0.58,86.57%,4.48%,10.09%,4.64B,2.68,792.25%,1.92%,2.59,28.37%,23.17,1.73,31.04%,1.72%,12.95M,13.69%,0.00,-,119.12%,3.21%,24.53,42.62,14.24%,-,13.14,-,2.18%,-6.06%,0.69,-,0.39,1.86%,12.35%,63.23%,1.31,-,0.39,240.70%,7.25%,58.75,1.64%,2.02%,616,0.53,6.67%,4.94%,1.88,45.90,Yes / Yes,0.46,465.10%,0.00%,0.66,39.22,-3.16%,-6.11%,28.00%,Apr 30 AMC,5.01M,40.04,2.80%,8.46%,17.84%,"

","3,315,519",2.09%,AR
Algonquin Power & Utilities Corp,Utilities,Utilities - Diversified,Canada,NYSE,-,-,-1.54,2.99%,767.75M,1.20%,4.67B,16.34,0.36,0.00%,767.16M,5.35%,-1204.45M,-,0.04,66.58%,3.16%,20.61%,2.44B,1.91,3.33%,7.99%,1.84,23.38%,5.70,1.04,16.67%,1.66%,24.23M,-0.17%,0.09,64.73,12.35%,5.54%,4.19,6.36,32.81%,0.26 (4.40%),-,-,-11.23%,-7.00%,0.74,0.30 (5.14%),0.94,7.37%,23.00%,41.05%,0.17,"Jun 30, 2025",1.16,-206.56%,19.87%,58.68,0.87%,3.79%,3786,1.35,-7.78%,-49.31%,3.00,6.17,Yes / Yes,1.28,192.85%,-,0.44,5.88,6.10%,0.83%,-4.82%,May 09 BMO,13.15M,5.91,4.19%,8.81%,17.74%,"

","5,800,714",0.51%,AQN
Aptiv PLC,Consumer Cyclical,Auto Parts,Switzerland,NYSE,S&P 500,11.54,6.04,1.26%,223.78M,6.41%,15.17B,8.73,7.98,-0.53%,214.99M,1.29%,1.56B,0.88,1.80,102.78%,2.50%,12.08%,19.64B,0.77,14.02%,-11.50%,1.76,21.39%,40.04,1.74,11.84%,6.67%,5.37M,-12.53%,5.06,13.78,13.13%,15.52%,47.19,80.95,15.21%,-,8.86,12.60%,9.15%,-13.92%,1.47,-,1.11,6.55%,19.26%,47.66%,1.88,"Feb 04, 2020",1.61,-43.12%,11.71%,63.53,2.43%,1.84%,141000,0.94,-2.47%,7.93%,1.91,75.83,Yes / Yes,0.90,-106.04%,0.00%,0.53,70.19,0.67%,10.18%,-1.55%,May 01 BMO,3.05M,69.68,3.24%,14.83%,10.90%,"

","1,616,395",-0.73%,APTV
Appian Corp,Technology,Software - Infrastructure,USA,NASD,RUT,-,-0.83,47.65%,43.13M,-3.81%,2.27B,63.77,0.48,-6.46%,38.86M,-7.02%,-60.52M,-,-0.13,42.16%,6.66%,5.37%,633.61M,3.58,161.65%,-0.15%,4.15,-22.40%,-0.43,-,122.35%,-10.19%,2.59M,9.92%,2.69,11.37,-,-936.62%,24.00,43.33,-7.25%,-,73.89,-10.29%,-23.44%,-29.40%,1.76,-,1.14,18.84%,74.26%,27.46%,0.89,-,1.14,43.36%,-4.65%,43.36,0.38%,1.42%,2033,-,13.15%,-9.55%,2.80,34.83,Yes / Yes,-,96.46%,-,0.82,31.09,1.92%,320.71%,11.07%,May 08 BMO,622.88K,30.59,-3.29%,1.14%,-7.36%,"

","511,110",-1.61%,APPN
Appfolio Inc,Technology,Software - Application,USA,NASD,-,42.40,5.35,39.26%,23.04M,5.20%,8.18B,37.87,6.00,0.17%,21.88M,4.76%,196.78M,-,1.27,55.56%,5.56%,9.85%,824.47M,9.92,17.39%,4.56%,3.87,-11.28%,12.83,17.70,16.86%,39.22%,1.22M,-1.85%,5.86,38.75,-,49.11%,189.01,274.56,-7.98%,-,44.73,40.31%,39.48%,-17.31%,0.87,-,4.49,25.41%,61.49%,20.11%,6.64,-,4.49,154.79%,16.41%,61.04,2.42%,2.07%,1634,0.09,22.73%,23.87%,2.12,247.00,Yes / Yes,0.08,-18.76%,0.00%,1.09,227.83,-1.23%,-1.17%,16.15%,Apr 24 AMC,314.54K,227.02,5.49%,5.18%,-0.24%,"

","341,708",-0.36%,APPF
Applovin Corp,Communication Services,Advertising Agencies,USA,NASD,NDX,68.72,5.54,37.42%,307.67M,-8.10%,128.78B,32.06,11.87,-1.57%,211.99M,2.83%,1.92B,1.46,1.95,61.96%,4.97%,39.92%,5.14B,25.08,84.07%,1.79%,1.32,11.11%,1.70,223.79,42.37%,35.00%,10.54M,373.48%,1.63,233.72,47.01%,287.44%,60.67,525.15,17.52%,-,50.84,84.28%,46.99%,-27.53%,2.52,-,1.68,36.49%,76.27%,527.30%,21.11,-,1.68,224.65%,47.17%,55.00,4.16%,3.16%,1563,6.45,41.63%,37.38%,1.60,484.14,Yes / Yes,6.10,148.11%,0.00%,0.81,383.43,7.46%,16.00%,40.25%,May 07 AMC,8.01M,380.58,-0.57%,18.94%,36.35%,"

","6,519,597",-0.74%,APP
Apollo Global Management Inc,Financial,Asset Management,USA,NYSE,S&P 500,24.40,5.66,29.49%,570.43M,6.01%,78.93B,14.76,9.36,-0.30%,402.94M,-4.80%,3.37B,1.69,1.88,65.31%,6.77%,6.04%,25.00B,3.16,4.23%,-0.07%,6.78,-19.92%,29.06,4.75,20.83%,0.95%,27.28M,16.28%,28.96,4.77,14.43%,21.17%,95.11,189.49,-16.38%,2.03 (1.47%),19.20,14.07%,12.01%,-27.11%,1.57,1.90 (1.37%),0.07,56.17%,56.18%,45.21%,3.87,"May 16, 2025",0.07,-37.13%,25.56%,58.49,0.93%,1.82%,3125,0.59,-27.96%,13.48%,1.48,157.47,Yes / Yes,0.56,-69.90%,25.36%,0.81,138.03,25.94%,-1.30%,-18.73%,May 02 BMO,4.02M,138.11,2.68%,4.92%,-4.72%,"

","3,247,365",0.06%,APO
