Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
"Clean Harbors, Inc",Industrials,Waste Management,USA,NYSE,-,31.05,7.22,5.46%,53.64M,-1.07%,12.01B,24.67,9.09,-5.42%,50.66M,-0.67%,391.15M,2.00,2.38,95.71%,1.79%,16.66%,5.95B,2.02,2.41%,-1.66%,2.12,-9.14%,47.94,4.68,19.46%,5.51%,0.91M,2.97%,11.11,20.17,15.54%,16.02%,178.29,267.11,-2.61%,-,34.53,33.64%,7.09%,-16.09%,1.17,-,1.98,11.54%,23.50%,25.72%,3.84,-,2.37,4.51%,11.04%,50.70,0.50%,0.83%,25232,1.18,8.52%,6.58%,1.71,256.18,Yes / Yes,1.15,-15.63%,0.00%,0.55,225.32,-0.59%,2.29%,4.01%,Apr 30 BMO,426.21K,224.14,-1.58%,3.75%,-2.90%,"

","232,318",-0.52%,CLH
Cleveland-Cliffs Inc,Basic Materials,Steel,USA,NYSE,-,-,-2.43,1.86%,494.49M,6.08%,3.97B,-,-0.06,-1.04%,485.48M,14.57%,-1182.00M,-,-0.56,74.09%,13.87%,-11.09%,18.61B,0.21,-152.51%,1.52%,2.36,-33.50%,12.65,0.63,96.86%,-6.21%,67.32M,-50.03%,0.12,69.60,-,-17.57%,5.63,16.47,-14.68%,-,-,-,-8.53%,-51.31%,1.86,-,0.64,57.45%,-2.35%,42.45%,0.54,"Apr 02, 2020",2.13,-423.14%,-5.38%,58.12,5.41%,6.15%,30000,1.22,-15.00%,-6.35%,2.87,7.97,Yes / Yes,1.22,-634.21%,-,1.39,7.78,0.07%,-12.15%,-10.96%,May 07 AMC,28.55M,8.02,12.78%,7.09%,-22.83%,"

","39,663,822",3.08%,CLF
Celldex Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.70,2.84%,66.38M,5.28%,1.39B,-,-3.98,0.00%,64.51M,14.13%,-178.85M,-,-0.85,109.41%,14.15%,2.05%,7.56M,183.73,-40.77%,-5.05%,10.45,-19.72%,10.59,1.98,-15.49%,-22.24%,9.13M,-40.42%,10.05,2.08,-16.47%,-23.20%,14.40,47.00,-17.21%,-,-,6.91%,-25.37%,-55.49%,1.14,-,21.67,14.46%,56.75%,45.28%,1.23,-,21.67,5.14%,-2873.52%,56.39,5.19%,3.63%,186,0.00,24.49%,-2366.07%,1.29,57.25,Yes / Yes,0.00,-45.42%,-,1.02,20.71,-30.33%,-7.28%,345.51%,May 08 AMC,873.68K,20.92,4.27%,9.42%,-17.90%,"

","894,850",1.01%,CLDX
Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,NASD,-,-,-0.96,54.50%,239.47M,-2.34%,3.90B,42.07,0.39,0.00%,108.96M,-17.99%,-194.24M,-,0.08,37.05%,1.66%,-5.57%,419.17M,9.29,125.17%,0.92%,1.45,-22.15%,1.52,10.72,13.81%,-31.35%,1.81M,54.22%,1.71,9.51,-,-115.35%,10.55,26.30,-26.15%,-,29.16,-,-52.51%,-38.14%,1.32,-,1.77,19.78%,84.06%,54.22%,0.64,-,1.80,-65.97%,14.35%,34.35,1.64%,3.05%,1167,0.03,22.04%,-46.34%,1.00,24.57,Yes / Yes,0.02,119.25%,-,1.60,16.62,-1.62%,33.33%,20.06%,May 14 BMO,1.24M,16.27,-4.58%,-11.26%,-15.50%,"

","1,993,995",-2.11%,CLBT
"Columbia Financial, Inc",Financial,Banks - Regional,USA,NASD,RUT,-,-0.02,74.56%,104.93M,0.42%,1.52B,25.58,0.56,-0.01%,26.69M,-5.31%,-1.60M,-,0.10,12.94%,6.75%,-3.73%,455.32M,3.33,495.45%,1.38%,11.68,-17.57%,10.49,1.38,29.89%,-0.02%,1.80M,0.35%,-,-,-,-0.15%,12.64,19.28,-8.60%,-,169.79,-,-0.07%,-25.05%,0.20,-,-,9.04%,-,14.32%,0.42,-,0.04,-109.93%,0.55%,50.25,1.00%,1.59%,755,1.02,4.29%,-0.35%,2.00,17.00,Yes / Yes,1.02,866.67%,-,0.48,14.17,-,1.78%,3.97%,Apr 30 AMC,154.21K,14.45,-0.69%,1.31%,-9.63%,"

","73,998",1.98%,CLBK
Colgate-Palmolive Co,Consumer Defensive,Household & Personal Products,USA,NYSE,S&P 500,26.03,3.53,0.16%,810.42M,1.46%,74.51B,23.39,3.93,-0.78%,809.14M,2.37%,2.90B,4.65,0.90,85.53%,1.50%,-2.30%,19.95B,3.74,1.64%,0.39%,2.19,-3.32%,0.45,205.26,7.42%,17.44%,12.13M,-2.17%,1.62,56.83,5.60%,977.07%,85.32,109.30,1.13%,2.08 (2.26%),21.49,5.01%,41.78%,-15.88%,0.38,2.02 (2.20%),0.54,5.08%,60.73%,7.76%,1.55,"Apr 17, 2025",0.85,12.12%,22.30%,53.36,0.56%,1.06%,34000,22.78,0.98%,14.52%,2.18,99.47,Yes / Yes,18.10,2.37%,56.42%,0.66,90.87,0.92%,6.32%,-3.04%,Apr 25 BMO,5.55M,91.94,1.00%,0.12%,-2.29%,"

","3,650,304",1.18%,CL
Civitas Resources Inc,Energy,Oil & Gas E&P,USA,NYSE,-,3.50,8.72,5.59%,92.58M,7.12%,2.83B,5.05,6.05,1.56%,87.41M,10.41%,848.90M,-,1.17,102.64%,10.87%,-7.45%,5.07B,0.56,-27.88%,4.68%,4.14,-36.74%,72.42,0.42,-1.17%,5.58%,9.50M,-53.71%,0.22,141.37,-7.15%,12.73%,22.79,72.63,-33.42%,2.01 (6.60%),3.22,21.13%,7.19%,-57.95%,1.11,1.99 (6.52%),0.52,75.45%,31.98%,34.01%,1.54,"Jun 12, 2025",0.52,5.69%,27.26%,58.30,1.75%,3.35%,655,0.76,22.14%,16.74%,2.06,44.47,Yes / Yes,0.76,14.45%,23.65%,1.12,29.46,-0.67%,5.98%,-10.17%,May 07 AMC,2.29M,30.54,6.12%,6.71%,-30.03%,"

","2,561,678",3.67%,CIVI
Cincinnati Financial Corp,Financial,Insurance - Property & Casualty,USA,NASD,S&P 500,16.04,9.17,1.90%,156.30M,-2.94%,22.98B,17.94,8.20,0.03%,153.33M,-0.51%,1.45B,8.86,1.38,70.11%,1.39%,4.94%,10.97B,2.10,-27.65%,2.27%,2.90,-6.43%,87.77,1.68,49.48%,4.17%,2.14M,27.97%,-,-,1.81%,10.97%,111.92,161.74,2.33%,3.48 (2.37%),8.88,3.73%,9.93%,-9.09%,0.78,3.30 (2.24%),-,7.43%,-,31.39%,3.03,"Jun 23, 2025",0.58,-38.76%,16.68%,49.35,1.05%,1.28%,5624,0.06,2.44%,13.19%,2.18,152.83,Yes / Yes,0.06,-112.03%,22.31%,0.41,148.97,-2.49%,61.32%,-12.57%,Apr 28 AMC,737.71K,147.05,-1.36%,3.22%,3.46%,"

","305,346",-1.29%,CINF
Chimera Investment Corp,Real Estate,REIT - Mortgage,USA,NYSE,RUT,9.32,1.49,3.00%,80.97M,4.19%,1.13B,7.31,1.90,3.34%,78.54M,10.13%,125.25M,0.83,0.46,57.19%,1.68%,4.27%,780.59M,1.44,25.27%,1.81%,2.13,-5.12%,21.16,0.66,2.68%,1.66%,1.32M,16.69%,3.13,4.45,11.21%,8.09%,9.85,16.89,-0.64%,1.51 (10.86%),5.71,-27.34%,1.29%,-17.64%,1.81,1.46 (10.50%),0.10,-4.84%,94.42%,41.22%,0.32,"Mar 31, 2025",0.10,0.07%,90.93%,65.01,0.59%,1.91%,77,3.93,2.82%,16.05%,2.33,15.75,Yes / Yes,2.66,30.38%,129.15%,0.45,13.75,-8.89%,-8.01%,5.37%,May 08 BMO,618.03K,13.91,3.44%,11.39%,-2.02%,"

","278,548",1.16%,CIM
Colliers International Group Inc,Real Estate,Real Estate Services,Canada,NASD,-,45.51,2.85,14.07%,52.35M,6.32%,6.56B,17.41,7.45,0.00%,43.50M,4.83%,144.81M,3.47,1.51,75.14%,1.10%,6.16%,4.96B,1.32,12.29%,1.33%,3.57,-14.74%,25.00,5.19,15.32%,2.54%,0.48M,19.38%,4.77,27.20,13.10%,11.57%,100.86,156.96,-4.67%,0.31 (0.24%),22.14,4.60%,4.29%,-17.42%,1.39,0.30 (0.23%),1.09,9.62%,35.16%,28.52%,3.05,"Jun 30, 2025",1.17,39.85%,7.30%,65.69,0.99%,1.81%,22940,1.66,13.50%,2.92%,1.58,156.94,Yes / Yes,1.52,-132.46%,9.54%,0.46,126.65,-0.90%,1.43%,13.89%,May 06 BMO,134.39K,129.62,4.69%,8.23%,-4.36%,"

","62,330",2.35%,CIGI
Cia Energetica DE Minas Gerais - Cemig ADR,Utilities,Utilities - Diversified,Brazil,NYSE,-,4.17,0.44,0.00%,1.90B,-1.08%,3.50B,7.97,0.23,-,1.90B,-3.16%,1.26B,-,0.05,7.95%,0.07%,-1.87%,7.24B,0.48,-46.95%,-,0.35,-1.16%,1.70,1.08,-0.67%,11.17%,1.37M,4.05%,0.43,4.27,-21.54%,26.38%,1.59,2.07,5.89%,0.13 (6.83%),4.32,11.17%,17.71%,-11.27%,1.02,0.15 (7.89%),1.06,2.71%,18.63%,15.72%,0.05,"May 12, 2025",1.06,13.02%,16.34%,49.52,0.89%,1.47%,5028,0.56,-4.14%,17.46%,2.56,2.40,Yes / Yes,0.46,-23.71%,61.22%,1.26,1.84,6.10%,32.17%,-7.98%,May 09 BMO,3.89M,1.84,-0.41%,1.83%,-1.12%,"

","4,895,247",0.00%,CIG
Cipher Mining Inc,Financial,Capital Markets,USA,NASD,RUT,-,-0.37,32.85%,370.86M,18.20%,1.36B,-,-0.09,-0.50%,225.15M,36.24%,-123.51M,-,-0.08,41.43%,14.98%,27.67%,152.09M,8.95,-90.09%,18.53%,2.09,-41.07%,1.98,2.05,66.42%,-15.53%,33.73M,-1.22%,0.22,18.10,-,-18.49%,1.86,7.99,-12.50%,-,-,-129.25%,-16.45%,-49.19%,2.61,-,1.11,-,-66.46%,118.28%,0.30,-,1.11,-808.88%,-89.82%,62.86,7.20%,6.87%,43,0.08,-0.65%,-81.21%,1.17,6.75,Yes / Yes,0.02,-182.46%,-,1.48,4.14,-6.06%,-46.28%,1.71%,May 06 BMO,16.17M,4.06,13.96%,33.96%,-7.30%,"

","23,932,316",-1.93%,CIFR
CIENA Corp,Technology,Communication Equipment,USA,NYSE,-,100.91,0.72,1.78%,141.69M,-13.00%,10.24B,21.83,3.32,-5.21%,138.85M,-3.08%,104.80M,2.99,0.53,96.59%,2.81%,13.28%,4.26B,2.40,24.25%,-3.31%,1.68,0.29%,19.60,3.70,46.73%,1.86%,3.90M,49.18%,8.87,8.17,33.72%,3.71%,44.69,101.44,-14.59%,-,35.08,-18.58%,2.41%,-28.59%,1.12,-,2.57,2.36%,39.03%,62.09%,3.27,-,3.40,-29.92%,4.85%,40.62,6.78%,3.40%,8657,0.57,2.86%,2.46%,1.72,83.71,Yes / Yes,0.56,-36.77%,0.00%,1.37,72.46,2.98%,-18.92%,19.48%,Jun 05 BMO,2.32M,72.44,-8.86%,3.06%,1.15%,"

","3,179,211",-0.03%,CIEN
Grupo Cibest S.A. ADR,Financial,Banks - Regional,Colombia,NYSE,-,12.36,3.40,0.05%,113.03M,-3.18%,4.76B,6.43,6.54,0.00%,112.98M,2.21%,818.16M,4.77,1.64,21.77%,0.67%,1.69%,10.69B,0.44,-2.60%,-,1.70,27.64%,85.75,0.49,4.77%,1.76%,0.76M,19.11%,-,-,2.59%,15.99%,30.25,44.93,33.51%,4.40 (10.46%),1.75,9.92%,5.56%,-6.37%,0.99,6.55 (15.56%),-,9.13%,-,39.08%,1.22,"Apr 28, 2025",0.17,3.43%,20.84%,50.42,1.24%,1.92%,34114,0.67,-5.45%,7.65%,2.86,41.68,Yes / Yes,0.52,-2.28%,99.15%,1.15,41.99,-14.36%,6.01%,-8.89%,May 05 BMO,448.10K,42.07,-0.37%,2.66%,15.26%,"

","515,200",0.19%,CIB
Cigna Group,Healthcare,Healthcare Plans,USA,NYSE,S&P 500,17.38,18.05,1.59%,269.90M,0.63%,83.78B,9.47,33.10,-1.02%,262.90M,-5.95%,5.03B,1.63,7.14,91.67%,1.21%,-1.34%,254.47B,0.33,8.59%,-1.14%,1.78,-2.79%,149.04,2.10,11.54%,3.42%,3.18M,-7.19%,-,-,10.69%,12.37%,262.03,370.83,13.57%,7.24 (2.31%),13.94,-2.04%,7.55%,-15.43%,0.45,5.82 (1.86%),-,9.71%,-,19.69%,6.69,"Jun 03, 2025",0.78,48.38%,3.41%,45.86,0.40%,1.70%,73500,0.76,24.65%,1.98%,1.58,379.86,Yes / Yes,0.66,601.24%,46.19%,1.02,311.40,8.73%,6.12%,18.19%,May 02 BMO,1.79M,313.62,0.08%,-3.08%,-1.91%,"

","1,821,675",0.71%,CI
ChampionX Corp,Energy,Oil & Gas Equipment & Services,USA,NASD,RUT,17.21,1.52,1.34%,191.43M,4.99%,4.99B,13.22,1.97,0.00%,188.87M,3.90%,293.14M,2.45,0.46,93.85%,2.38%,-8.62%,3.58B,1.40,2.03%,2.60%,0.95,-12.28%,10.01,2.60,6.83%,8.59%,4.49M,-15.82%,2.75,9.48,7.03%,16.16%,21.92,35.94,-4.08%,0.38 (1.45%),14.58,19.74%,11.50%,-27.43%,1.51,0.38 (1.46%),1.62,26.29%,33.12%,18.98%,0.74,"Jul 03, 2025",2.25,-17.99%,13.31%,59.98,1.87%,1.59%,7100,0.34,-4.17%,8.20%,1.25,37.50,Yes / Yes,0.33,-23.93%,22.98%,0.46,25.10,-2.76%,23.73%,-6.25%,Apr 29 AMC,4.73M,26.08,4.24%,3.68%,-8.42%,"

","2,164,941",3.90%,CHX
Chewy Inc,Consumer Cyclical,Internet Retail,USA,NYSE,-,50.92,0.90,53.87%,193.89M,-3.84%,19.00B,59.82,0.77,-11.71%,191.45M,15.72%,392.74M,9.98,0.17,41.02%,7.73%,37.92%,11.86B,1.60,-43.94%,8.81%,2.36,47.38%,0.63,72.43,50.04%,11.83%,14.80M,91.99%,1.44,31.85,5.10%,101.78%,19.75,48.62,36.73%,-,41.99,-,51.41%,-5.82%,1.75,-,0.37,19.60%,28.30%,131.85%,1.53,-,0.75,891.13%,0.96%,62.98,2.25%,1.96%,18000,2.05,6.40%,3.31%,1.91,42.52,Yes / Yes,1.92,-32.03%,0.00%,1.32,46.51,1.62%,81.82%,14.08%,Jun 11 BMO,6.28M,45.79,2.74%,17.18%,33.81%,"

","8,274,562",-1.55%,CHWY
Charter Communications Inc,Communication Services,Telecom Services,USA,NASD,"NDX, S&P 500",11.28,36.06,31.39%,140.36M,4.09%,112.38B,9.34,43.55,-0.00%,94.77M,1.25%,5.19B,0.85,9.62,78.63%,12.58%,14.30%,55.14B,2.04,6.73%,2.78%,8.27,0.65%,115.75,3.51,16.68%,3.47%,11.92M,45.61%,3.13,129.77,13.28%,36.94%,272.48,437.06,18.67%,-,24.55,36.23%,4.80%,-6.93%,1.08,-,0.36,3.78%,47.76%,49.28%,10.39,-,0.36,16.06%,24.50%,57.51,1.48%,1.55%,94500,5.81,0.93%,9.42%,2.48,446.28,Yes / Yes,5.66,11.61%,0.00%,0.63,394.56,0.47%,-0.13%,0.41%,Apr 25 BMO,1.44M,406.77,0.19%,7.02%,12.51%,"

","910,697",3.09%,CHTR
Chunghwa Telecom ADR,Communication Services,Telecom Services,Taiwan,NYSE,-,29.66,1.49,0.00%,775.74M,1.63%,34.30B,27.22,1.62,-,775.74M,3.08%,1.16B,9.45,0.41,2.31%,0.15%,14.12%,7.11B,4.83,8.51%,1.87%,8.26,14.56%,15.35,2.88,2.09%,7.09%,1.18M,12.09%,2.49,17.77,3.14%,9.59%,35.92,44.44,17.45%,1.62 (3.67%),22.00,1.79%,9.03%,-0.50%,0.23,1.46 (3.31%),1.46,1.30%,35.57%,23.11%,0.62,"Jul 03, 2024",1.62,-0.79%,20.51%,61.27,0.60%,0.86%,-,0.11,-0.19%,16.30%,2.50,43.40,Yes / Yes,0.08,-0.29%,-,0.88,44.27,5.87%,6.48%,-2.91%,May 08 BMO,142.91K,44.22,1.03%,6.11%,12.62%,"

","125,519",-0.11%,CHT
"C.H. Robinson Worldwide, Inc",Industrials,Integrated Freight & Logistics,USA,NASD,S&P 500,22.98,4.19,0.98%,118.96M,-0.12%,11.42B,17.58,5.47,-4.82%,117.57M,8.09%,508.09M,2.69,1.17,96.76%,5.13%,-1.92%,17.36B,0.66,4.24%,1.20%,4.13,-9.42%,14.58,6.59,16.37%,9.50%,6.03M,9.50%,1.09,87.87,8.53%,32.11%,82.16,114.82,-6.92%,2.52 (2.63%),18.08,-1.63%,17.37%,-16.24%,0.91,2.48 (2.58%),1.29,2.97%,7.90%,17.05%,1.91,"Jun 06, 2025",1.29,65.52%,4.26%,53.18,0.50%,1.10%,13781,1.00,-0.22%,2.93%,2.22,111.14,Yes / Yes,0.69,42.84%,63.75%,0.35,95.74,-4.87%,11.16%,-8.29%,Apr 30 AMC,1.46M,96.17,-0.84%,2.57%,-5.39%,"

","510,417",0.45%,CHRW
Chord Energy Corp,Energy,Oil & Gas E&P,USA,NASD,-,6.67,14.93,1.19%,58.20M,3.99%,5.75B,10.29,9.68,-0.74%,57.07M,7.00%,865.23M,-,1.93,92.68%,4.03%,-3.56%,5.38B,1.07,-40.15%,-2.23%,2.60,-18.21%,148.09,0.67,-3.03%,8.62%,2.30M,-40.14%,0.62,160.82,-5.51%,12.64%,79.83,179.37,-14.86%,5.34 (5.36%),5.32,-,9.18%,-44.50%,0.97,6.40 (6.43%),0.83,20.44%,25.26%,24.70%,3.52,"May 21, 2025",0.89,-32.13%,22.81%,60.53,1.65%,2.24%,762,0.10,31.71%,16.08%,1.37,136.82,Yes / Yes,0.09,-21.12%,31.20%,0.83,97.49,0.13%,13.41%,11.96%,May 06 AMC,884.14K,99.55,6.11%,6.09%,-14.03%,"

","735,723",2.11%,CHRD
Check Point Software Technologies Ltd,Technology,Software - Infrastructure,Israel,NASD,-,30.33,7.57,22.68%,108.37M,-0.10%,24.89B,21.17,10.85,0.00%,83.79M,5.18%,852.70M,3.12,2.37,69.44%,3.90%,3.26%,2.60B,9.56,8.18%,-2.67%,3.54,22.12%,25.36,9.05,9.49%,15.41%,3.27M,48.33%,13.49,17.02,9.72%,30.92%,152.91,234.35,23.00%,-,22.89,6.34%,31.02%,-2.01%,0.66,-,1.10,5.16%,85.75%,50.19%,5.29,-,1.10,6.49%,33.70%,58.03,1.60%,1.15%,6669,0.00,6.40%,32.75%,2.24,238.93,Yes / Yes,0.00,7.34%,0.00%,0.57,227.80,0.25%,1.09%,6.51%,Apr 23 BMO,922.47K,229.65,2.09%,4.30%,12.80%,"

","530,388",0.81%,CHKP
"Choice Hotels International, Inc",Consumer Cyclical,Lodging,USA,NYSE,-,19.82,6.58,44.09%,46.59M,2.11%,6.05B,17.22,7.57,-0.04%,25.94M,5.38%,311.61M,4.56,1.93,69.72%,24.85%,-2.17%,1.59B,3.81,3.10%,3.80%,14.63,-12.54%,-1.37,-,6.70%,12.33%,6.45M,15.16%,0.86,150.98,4.35%,876.44%,111.62,157.86,-8.21%,1.01 (0.78%),21.16,9.28%,16.20%,-17.45%,0.99,1.15 (0.88%),0.84,7.33%,46.83%,16.75%,3.06,"Jul 01, 2025",0.84,40.83%,30.59%,55.26,1.48%,1.61%,1695,-,2.75%,19.65%,2.81,134.92,Yes / Yes,-,51.31%,18.54%,0.68,127.89,-3.97%,-2.06%,0.27%,May 08 BMO,440.54K,130.32,1.52%,2.87%,-4.31%,"

","300,918",1.90%,CHH
Chefs' Warehouse Inc,Consumer Defensive,Food Distribution,USA,NASD,RUT,41.81,1.50,10.64%,40.67M,1.18%,2.55B,30.89,2.03,-7.64%,36.35M,1.38%,63.84M,2.51,0.45,93.78%,10.52%,18.90%,3.87B,0.66,17.46%,0.57%,7.97,30.54%,13.32,4.71,17.46%,3.64%,3.82M,59.32%,2.86,21.88,16.64%,12.90%,35.59,66.51,27.05%,-,20.08,10.23%,4.52%,-5.79%,1.77,-,1.27,18.97%,24.05%,76.06%,1.93,-,2.05,79.89%,3.39%,53.79,1.12%,1.84%,5029,1.68,7.85%,1.65%,1.00,71.29,Yes / Yes,1.61,399.00%,0.00%,0.45,63.42,2.61%,28.21%,8.72%,Apr 30 BMO,479.70K,62.66,-1.16%,7.21%,24.01%,"

","216,798",-1.20%,CHEF
Chemed Corp,Healthcare,Medical Care Facilities,USA,NYSE,-,26.98,20.53,1.87%,14.57M,-2.56%,8.10B,20.12,27.53,-3.08%,14.36M,-2.87%,308.74M,3.57,6.04,95.08%,2.39%,-7.46%,2.49B,3.26,9.30%,-0.86%,2.64,-0.39%,81.09,6.83,8.90%,17.88%,0.34M,1.78%,11.89,46.60,7.56%,26.11%,512.12,623.60,4.54%,2.05 (0.37%),25.72,8.37%,24.05%,-11.19%,0.54,2.00 (0.36%),1.70,4.63%,32.28%,8.15%,10.95,"May 29, 2025",1.73,10.36%,15.63%,40.56,1.30%,1.41%,15695,0.12,8.52%,12.40%,1.25,677.33,Yes / Yes,0.09,14.66%,9.05%,0.87,550.03,0.80%,1.50%,9.79%,Apr 23 AMC,130.08K,553.84,-2.39%,-3.93%,-2.89%,"

","113,550",0.69%,CHE
"Churchill Downs, Inc",Consumer Cyclical,Gambling,USA,NASD,-,18.13,5.62,10.01%,72.80M,8.47%,7.36B,15.15,6.72,0.19%,65.00M,7.15%,418.90M,2.73,2.93,79.04%,3.04%,-6.22%,2.79B,2.64,2.43%,-0.48%,2.20,-27.75%,14.72,6.92,11.02%,5.81%,1.97M,-23.98%,3.75,27.12,6.65%,44.13%,85.58,150.21,-23.74%,0.43 (0.42%),25.16,27.39%,7.12%,-32.20%,0.94,0.41 (0.40%),0.52,15.51%,33.84%,19.00%,2.53,"Dec 06, 2024",0.53,24.31%,25.32%,63.41,0.99%,1.48%,8870,4.56,11.75%,15.04%,1.27,136.67,Yes / Yes,4.49,-5.71%,7.20%,0.68,99.59,-0.03%,3.25%,8.75%,Apr 23 AMC,897.39K,101.84,5.71%,4.15%,-16.97%,"

","608,833",2.26%,CHDN
"Church & Dwight Co., Inc",Consumer Defensive,Household & Personal Products,USA,NYSE,S&P 500,42.63,2.33,0.21%,246.23M,-0.18%,24.47B,26.64,3.73,-16.41%,245.77M,8.51%,577.70M,8.96,0.85,88.21%,2.40%,-11.44%,6.07B,4.03,1.02%,0.19%,2.63,-8.98%,18.48,5.38,7.31%,6.60%,5.89M,-7.92%,4.36,22.77,4.76%,13.35%,90.99,116.46,-5.11%,1.18 (1.19%),26.34,-0.60%,8.34%,-14.68%,0.51,1.16 (1.16%),1.43,6.98%,43.53%,9.20%,1.85,"May 15, 2025",1.95,-26.08%,19.02%,56.42,0.57%,0.87%,5750,0.53,2.18%,9.52%,2.68,102.67,Yes / Yes,0.52,-4.07%,47.88%,0.71,98.71,-3.05%,1.59%,-2.41%,May 01 BMO,2.24M,99.36,2.22%,-0.02%,-4.59%,"

","1,585,232",0.66%,CHD
City Holding Co,Financial,Banks - Regional,USA,NASD,RUT,14.99,7.97,2.38%,14.65M,0.91%,1.73B,15.08,7.93,-0.33%,14.14M,0.61%,116.90M,-,1.96,75.01%,7.12%,4.36%,384.10M,4.51,0.46%,0.02%,13.95,-8.36%,51.63,2.32,0.00%,1.81%,1.01M,16.38%,-,-,-,16.25%,99.79,137.28,0.89%,3.21 (2.68%),13.44,7.81%,12.90%,-12.93%,0.54,3.08 (2.58%),-,7.46%,-,19.78%,2.32,"Jul 15, 2025",0.13,0.22%,37.69%,53.77,0.84%,1.08%,963,0.66,8.80%,30.44%,3.00,121.80,Yes / Yes,0.20,4.21%,38.13%,0.56,118.64,1.93%,11.55%,5.20%,Apr 23 BMO,72.18K,119.53,0.00%,2.22%,0.07%,"

","40,606",0.75%,CHCO
Chagee Holdings Ltd. ADR,Consumer Cyclical,Restaurants,China,NASD,-,22.66,1.35,-,118.28M,0.59%,3.62B,11.33,2.70,-,-,-4.25%,248.16M,1.34,-,0.00%,-,-,1.84B,1.97,13.11%,52.10%,0.28,-,2.49,12.32,21.56%,46.52%,0.57M,-,6.29,4.87,16.92%,83.01%,27.21,41.80,-5.55%,-,9.95,-,38.32%,-26.70%,-,-,2.74,-,46.81%,12.61%,2.50,"May 29, 2020",2.80,-,22.57%,48.56,6.12%,6.32%,-,0.18,-,13.48%,1.00,40.17,No / Yes,0.10,13.08%,-,0.60,32.75,-,-,33.71%,May 30 BMO,2.01M,30.64,0.88%,-2.89%,-2.89%,"

","1,213,154",-6.44%,CHA
Cg Oncology Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.39,41.45%,76.22M,2.58%,2.09B,-,-1.70,-2.19%,44.63M,15.75%,-105.56M,-,-0.46,68.21%,25.89%,4.49%,0.66M,3173.74,-32.61%,7.85%,8.40,-18.12%,9.25,2.97,9.20%,-16.15%,11.56M,-21.26%,9.03,3.04,31.03%,-16.57%,14.80,40.47,-4.18%,-,-,-,-14.96%,-32.10%,0.87,-,30.97,-,97.89%,85.68%,1.47,-,30.97,-,-20302.27%,60.80,0.72%,2.61%,113,0.00,-,-15945.17%,1.20,59.89,Yes / Yes,0.00,-103.42%,-,0.38,27.00,-72.38%,-11.50%,-90.17%,May 13 BMO,1.38M,27.48,5.98%,16.35%,-8.89%,"

","526,157",1.78%,CGON
Cognex Corp,Technology,Scientific & Technical Instruments,USA,NASD,-,45.96,0.68,0.30%,167.87M,2.95%,5.28B,28.93,1.09,-4.24%,167.37M,6.65%,117.75M,1.58,0.24,98.55%,3.92%,-2.30%,919.75M,5.74,37.75%,0.28%,2.48,-16.45%,8.61,3.65,27.19%,5.97%,6.56M,-28.39%,1.19,26.32,29.04%,8.02%,22.67,53.13,-12.35%,0.33 (1.05%),32.48,-11.96%,7.80%,-40.84%,1.47,0.39 (1.24%),2.25,4.74%,68.30%,38.64%,0.94,"May 15, 2025",3.07,18.99%,13.80%,60.81,1.12%,1.95%,2914,0.05,8.56%,12.80%,2.10,36.56,Yes / Yes,0.04,98.99%,49.59%,0.56,31.14,1.43%,21.77%,2.49%,Apr 30 AMC,2.64M,31.43,2.55%,11.58%,-10.90%,"

","1,477,625",0.93%,CGNX
Carlyle Secured Lending Inc,Financial,Asset Management,USA,NASD,-,10.78,1.31,0.71%,72.90M,0.71%,1.03B,8.71,1.62,0.00%,72.36M,3.29%,-,-,0.39,26.44%,0.51%,-15.61%,225.45M,4.57,-21.70%,-,0.96,-18.75%,16.63,0.85,3.56%,-,0.37M,-20.26%,-,-,-,-,13.12,18.61,-21.02%,-,-,-,-,-24.13%,0.91,1.64 (11.65%),-,-,-,7.62%,0.31,"Jun 30, 2025",-,-,-,48.81,0.54%,1.30%,-,-,-,-,-,14.75,Yes / Yes,-,-52.00%,115.34%,0.85,14.14,11.81%,9.39%,-11.50%,May 06 AMC,381.18K,14.12,0.56%,-1.57%,-14.83%,"

","324,084",-0.14%,CGBD
